EstadoMunicpio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Oramentria,5873641911584.0
RI Xingu,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Oramentria,26488420208.0
Altamira,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Oramentria,67993726037.0
Anapu,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Oramentria,18772010721.0
Brasil Novo,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Oramentria,17649498214.0
Medicilândia,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Oramentria,14953794415.0
Pacajá,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Oramentria,26390230365.0
Placas,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Oramentria,17090936457.0
Porto de Moz,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Oramentria,28512258619.0
Senador José Porfírio,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Oramentria,14040001103.0
Uruará,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Oramentria,26559842513.0
Vitória do Xingu,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Oramentria,32921903636.0
Fonte: STN-FINBRA,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Oramentria,
Elaboração: FAPESPA,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Oramentria,
*Nota: A receita total do estado não equivale a soma das receitas dos municípios.,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Oramentria,
Pará,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Corrente,5671654857142.0
RI Xingu,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Corrente,26195067155.0
Altamira,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Corrente,67729870156.0
Anapu,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Corrente,18195702551.0
Brasil Novo,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Corrente,17521758014.0
Medicilândia,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Corrente,14807321922.0
Pacajá,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Corrente,26004195965.0
Placas,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu,Receita_Corrente,17090936457.0
