EstadoMunicpios,Masculino,Feminino,Razo_de_Sexos,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,4373481.0,4337715.0,1008245354985286.0,5 Guajará,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará.xlsx,Guajará
RI Guajará,1007376.0,1110095.0,9074682797418238.0,5 Guajará,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará.xlsx,Guajará
Ananindeua,243440.0,265787.0,9159213957040788.0,5 Guajará,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará.xlsx,Guajará
Belém,659811.0,737504.0,8946541306894606.0,5 Guajará,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará.xlsx,Guajará
Benevides,34119.0,34843.0,9792210774043568.0,5 Guajará,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará.xlsx,Guajará
Marituba,58759.0,60678.0,9683740400145028.0,5 Guajará,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará.xlsx,Guajará
Santa Bárbara do Pará,11247.0,11283.0,9968093592129752.0,5 Guajará,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará.xlsx,Guajará
"Fonte: DATASUS - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2025",,,,5 Guajará,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará.xlsx,Guajará
Elaboração: FAPESPA,,,,5 Guajará,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_guajará.xlsx,Guajará
