EstadoMunicpios,0_a_4_anos,5_a_9_anos,10_a_14_anos,15_a_19_anos,20_a_29_anos,30_a_39_anos,40_a_49_anos,50_a_59_anos,60_a_69_anos,70_a_79_anos,80_anos_e_mais,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,626870.0,674284.0,698269.0,751277.0,1500057.0,1371170.0,1229538.0,858403.0,571207.0,301884.0,128237.0,5 Guajará,3,População_por_Faixa_Etária_-_2025_ri_guajará,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará.xlsx,Guajará
RI Guajará,106331.0,126315.0,138071.0,153583.0,340613.0,327543.0,333466.0,262875.0,185664.0,100311.0,42699.0,5 Guajará,3,População_por_Faixa_Etária_-_2025_ri_guajará,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará.xlsx,Guajará
Ananindeua,27155.0,32012.0,34398.0,37878.0,84039.0,83455.0,82561.0,60464.0,40018.0,20082.0,7165.0,5 Guajará,3,População_por_Faixa_Etária_-_2025_ri_guajará,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará.xlsx,Guajará
Belém,65785.0,79008.0,87470.0,98447.0,220230.0,209359.0,218896.0,179711.0,131925.0,73567.0,32917.0,5 Guajará,3,População_por_Faixa_Etária_-_2025_ri_guajará,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará.xlsx,Guajará
Benevides,4547.0,5132.0,5352.0,5560.0,11498.0,11214.0,10458.0,7291.0,4645.0,2309.0,956.0,5 Guajará,3,População_por_Faixa_Etária_-_2025_ri_guajará,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará.xlsx,Guajará
Marituba,7357.0,8502.0,9027.0,9763.0,21366.0,20083.0,18218.0,12839.0,7503.0,3490.0,1289.0,5 Guajará,3,População_por_Faixa_Etária_-_2025_ri_guajará,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará.xlsx,Guajará
Santa Bárbara do Pará,1487.0,1661.0,1824.0,1935.0,3480.0,3432.0,3333.0,2570.0,1573.0,863.0,372.0,5 Guajará,3,População_por_Faixa_Etária_-_2025_ri_guajará,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará.xlsx,Guajará
"Fonte: DATASUS - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2025",,,,,,,,,,,,5 Guajará,3,População_por_Faixa_Etária_-_2025_ri_guajará,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará.xlsx,Guajará
Elaboração: FAPESPA,,,,,,,,,,,,5 Guajará,3,População_por_Faixa_Etária_-_2025_ri_guajará,20,Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 3 - População_por_Faixa_Etária_-_2025_ri_guajará.xlsx,Guajará
