Par,820361,301905,518456,11208843632599998,5406014641200002,5802828991400001,14650321514480005,7064060326700001,7586261187780002,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Guajará,206272.0,166206.0,40066.0,3589919721100001.0,31601112737.0,4.298084474e+16,470884251201.0,417000962541.0,5388328866.0,5 Guajará,29,Benefícios Emitidos pela Previdência Social - 2024 ri guajara,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara.xlsx,Guajará
Ananindeua,31682.0,26629.0,5053.0,4949621424.0,4372666706.0,576954718.0,65025276974.0,5752523689300001.0,7500040081.0,5 Guajará,29,Benefícios Emitidos pela Previdência Social - 2024 ri guajara,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara.xlsx,Guajará
Belém,164028.0,133061.0,30967.0,29499728736.0,26236589065.0,3263139671.0,386571005864.0,34628506789.0,40285937974.0,5 Guajará,29,Benefícios Emitidos pela Previdência Social - 2024 ri guajara,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara.xlsx,Guajará
Benevides,6183.0,3628.0,2555.0,851885586.0,557713196.0,29417239.0,1.1417953696e+16,7502897548.0,3915056148.0,5 Guajará,29,Benefícios Emitidos pela Previdência Social - 2024 ri guajara,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara.xlsx,Guajará
Marituba,3618.0,2539.0,1079.0,505526335.0,388412405.0,11711393.0,6.68550806e+16,5106824639.0,1578683421.0,5 Guajará,29,Benefícios Emitidos pela Previdência Social - 2024 ri guajara,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara.xlsx,Guajará
Santa Bárbara do Pará,761.0,349.0,412.0,9243513.0,45731365.0,46703765.0,1184506607.0,580935571.0,603571036.0,5 Guajará,29,Benefícios Emitidos pela Previdência Social - 2024 ri guajara,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara.xlsx,Guajará
Fonte: Ministério da Previdência Social,,,,,,,,,,5 Guajará,29,Benefícios Emitidos pela Previdência Social - 2024 ri guajara,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara.xlsx,Guajará
Elaboração: FAPESPA,,,,,,,,,,5 Guajará,29,Benefícios Emitidos pela Previdência Social - 2024 ri guajara,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guajara.xlsx,Guajará
