Par,45314,2472,6343,1119,11395,5430,2308,29067,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Guajará,13900,1006,2322,492,3647,2053,838,10358,5 Guajará,18,Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,20,Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara.xlsx,Guajará
Ananindeua,2849,208,463,91,724,454,147,2087,5 Guajará,18,Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,20,Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara.xlsx,Guajará
Belém,9864,715,1711,367,2588,1417,631,7429,5 Guajará,18,Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,20,Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara.xlsx,Guajará
Benevides,360,15,56,16,95,49,24,255,5 Guajará,18,Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,20,Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara.xlsx,Guajará
Marituba,706,58,79,16,199,118,30,500,5 Guajará,18,Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,20,Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara.xlsx,Guajará
Santa Bárbara do Pará,121,10,13,2,41,15,6,87,5 Guajará,18,Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,20,Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara.xlsx,Guajará
Fonte: DATASUS,,,,,,,,,5 Guajará,18,Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,20,Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara.xlsx,Guajará
Elaboração: FAPESPA,,,,,,,,,5 Guajará,18,Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,20,Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara.xlsx,Guajará
*Nota: Dados Preliminares extraídos em Outubro/2025.,,,,,,,,,5 Guajará,18,Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,20,Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 18 - Óbitos segundo Principais Causas (CID-10) - 2024 ri guajara.xlsx,Guajará
