Par,col,1,3344,437,3782,1_2,19,6505,681,7206,3,480,7663,747,8893,21,718,2,261,1002,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Guajará,-,1,153.0,184,338.0,1,1,229.0,307,538.0,3,269.0,244.0,350.0,866.0,5,153.0,2,110,270.0,5 Guajará,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará.xlsx",Guajará
Ananindeua,-,-,37.0,38,75.0,-,-,50.0,62,112.0,-,68.0,68.0,83.0,219.0,1,39.0,1,30,71.0,5 Guajará,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará.xlsx",Guajará
Belém,-,1,65.0,141,207.0,1,1,109.0,238,349.0,3,187.0,80.0,256.0,526.0,4,95.0,1,77,177.0,5 Guajará,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará.xlsx",Guajará
Benevides,-,-,8.0,4,12.0,-,-,21.0,5,26.0,-,9.0,31.0,5.0,45.0,-,8.0,-,2,10.0,5 Guajará,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará.xlsx",Guajará
Marituba,-,-,30.0,1,31.0,-,-,29.0,2,31.0,-,1.0,45.0,5.0,51.0,-,9.0,-,1,10.0,5 Guajará,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará.xlsx",Guajará
Santa Bárbara do Pará,-,-,13.0,-,13.0,-,-,20.0,-,20.0,-,4.0,20.0,1.0,25.0,-,2.0,-,-,2.0,5 Guajará,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará.xlsx",Guajará
Fonte: MEC - INEP,,,,,,,,,,,,,,,,,,,,,5 Guajará,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará.xlsx",Guajará
Elaboração: FAPESPA,,,,,,,,,,,,,,,,,,,,,5 Guajará,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajará.xlsx",Guajará
