Par,27792,9307,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Ananindeua,2,1656,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,261547,23039.0
Belém,210,3296,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,261547,73824.0
Benevides,1,21,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,261547,4558.0
Marituba,-,299,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,261547,4244.0
Santa Bárbara do Pará,78,-,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,261547,450.0
Fonte: MTE-RAIS,,,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,261547,
Elaboração: FAPESPA,,,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,261547,
RI Guajará,291,5272,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,444602,257148.0
Ananindeua,2,1656,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,444602,39936.0
Belém,210,3296,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,444602,207074.0
Benevides,1,21,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,444602,2925.0
Marituba,-,299,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,444602,6938.0
Santa Bárbara do Pará,78,-,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,444602,275.0
Fonte: MTE-RAIS,,,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,444602,
Elaboração: FAPESPA,,,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,444602,
RI Guajará,291,5272,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,423642,142728.0
Ananindeua,2,1656,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,423642,6324.0
Belém,210,3296,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,423642,133156.0
Benevides,1,21,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,423642,732.0
Marituba,-,299,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,423642,1623.0
Santa Bárbara do Pará,78,-,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,423642,893.0
Fonte: MTE-RAIS,,,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,423642,
Elaboração: FAPESPA,,,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,423642,
RI Guajará,291,5272,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,61317,1809.0
Ananindeua,2,1656,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,61317,208.0
Belém,210,3296,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,61317,956.0
Benevides,1,21,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,61317,513.0
Marituba,-,299,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,61317,10.0
Santa Bárbara do Pará,78,-,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,61317,122.0
Fonte: MTE-RAIS,,,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,61317,
Elaboração: FAPESPA,,,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará,61317,
