EstadoMunicpios,_Participao_VA_Agropecuria,_Participao_VA_Indstria,_Participao_VA_Servios_exclusive_Administrao_Pblica,_Participao_VA_Administrao_Pblica,_Participao_VA_Total,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,1.0119479036388216e+16,4636501845251364.0,2696548223760274.0,1.6550020275994406e+16,100.0,5 Guajará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara.xlsx,Guajará
RI Guajará,3.61490032288964e+16,1.3707390155630774e+16,6361020481602989.0,2232091499087417.0,100.0,5 Guajará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara.xlsx,Guajará
Ananindeua,1.757255821557238e+16,1.3694021975480992e+16,6189437694124583.0,2423587548789045.0,100.0,5 Guajará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara.xlsx,Guajará
Belém,3641166179787213.0,1.3036499972637132e+16,6528385217360815.0,2131553123577599.0,100.0,5 Guajará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara.xlsx,Guajará
Benevides,8074066339416397.0,2.883857062773975e+16,5225914298538512.0,1809487968710911.0,100.0,5 Guajará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara.xlsx,Guajará
Marituba,1.011240488406948e+16,1028382333861226.0,6066511150722409.0,2.8949941105322956e+16,100.0,5 Guajará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara.xlsx,Guajará
Santa Bárbara do Pará,6023981743511151.0,2608574471039154.0,2094026954470631.0,46950004001391.0,100.0,5 Guajará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara.xlsx,Guajará
Fonte: FAPESPA/IBGE,,,,,,5 Guajará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara.xlsx,Guajará
Elaboração: FAPESPA,,,,,,5 Guajará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guajara.xlsx,Guajará
