Par,1445663,27792,117832,9307,99624,261547,444602,423642,61317,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Guajará,579112.0,291,31498.0,5272,34251.0,106115.0,257148.0,142728.0,1809.0,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará
Ananindeua,87019.0,2,10210.0,1656,5644.0,23039.0,39936.0,6324.0,208.0,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará
Belém,460180.0,210,15151.0,3296,26513.0,73824.0,207074.0,133156.0,956.0,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará
Benevides,14011.0,1,4050.0,21,1211.0,4558.0,2925.0,732.0,513.0,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará
Marituba,15642.0,-,1673.0,299,855.0,4244.0,6938.0,1623.0,10.0,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará
Santa Bárbara do Pará,2260.0,78,414.0,-,28.0,450.0,275.0,893.0,122.0,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará
Fonte: MTE-RAIS,,,,,,,,,,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará
Elaboração: FAPESPA,,,,,,,,,,5 Guajará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri guajara.xlsx,Guajará
