EstadoMunicpio,Receita_Oramentria,Receita_Corrente,Receita_de_Transferncias_Correntes,Impostos,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,5873641911584.0,5671654857142.0,1941808253785.0,2901290031488.0,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará
RI Guajará,848680096911.0,783367322942.0,493571623234.0,166577779408.0,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará
Ananindeua,167954498074.0,148189294503.0,10535746334.0,18832065056.0,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará
Belém,585560266204.0,54117962938.0,305672632709.0,141279841725.0,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará
Benevides,29777599143.0,29192125538.0,25560393443.0,1352507384.0,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará
Marituba,55720918957.0,55346271247.0,48123855541.0,4920050493.0,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará
Santa Bárbara do Pará,9666814533.0,9460002274.0,8857278201.0,19331475.0,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará
Fonte: STN-FINBRA,,,,,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará
Elaboração: FAPESPA,,,,,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará
*Nota: A receita total do estado não equivale a soma das receitas dos municípios.,,,,,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará
