EstadoMunicpio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará,Receita_Oramentria,5873641911584.0
RI Guajará,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará,Receita_Oramentria,848680096911.0
Ananindeua,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará,Receita_Oramentria,167954498074.0
Belém,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará,Receita_Oramentria,585560266204.0
Benevides,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará,Receita_Oramentria,29777599143.0
Marituba,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará,Receita_Oramentria,55720918957.0
Santa Bárbara do Pará,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará,Receita_Oramentria,9666814533.0
Fonte: STN-FINBRA,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará,Receita_Oramentria,
Elaboração: FAPESPA,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará,Receita_Oramentria,
*Nota: A receita total do estado não equivale a soma das receitas dos municípios.,5 Guajará,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri guajara.xlsx",Guajará,Receita_Oramentria,
