EstadoMunicpio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Desflorestamento_Acumulado_km,2914860687628959.0
RI Guajará,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Desflorestamento_Acumulado_km,7037860545084804.0
Ananindeua,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Desflorestamento_Acumulado_km,872608349083851.0
Belém,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Desflorestamento_Acumulado_km,2.5650146197276316e+16
Benevides,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Desflorestamento_Acumulado_km,1.2334955268774052e+16
Marituba,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Desflorestamento_Acumulado_km,7236909147330013.0
Santa Bárbara do Pará,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Desflorestamento_Acumulado_km,1643051134662916.0
Fonte: PRODES - INPE-TERRABRASILIS/Queimadas,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Desflorestamento_Acumulado_km,
Elaboração: FAPESPA,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Desflorestamento_Acumulado_km,
Pará,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Incremento_do_Desflorestamento_km,2.260838831105545e+16
RI Guajará,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Incremento_do_Desflorestamento_km,2203376246434211.0
Ananindeua,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Incremento_do_Desflorestamento_km,0.0
Belém,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Incremento_do_Desflorestamento_km,823996451594048.0
Benevides,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Incremento_do_Desflorestamento_km,693505980993013.0
Marituba,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Incremento_do_Desflorestamento_km,0.0
Santa Bárbara do Pará,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Incremento_do_Desflorestamento_km,68587381384715.0
Fonte: PRODES - INPE-TERRABRASILIS/Queimadas,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Incremento_do_Desflorestamento_km,
Elaboração: FAPESPA,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Incremento_do_Desflorestamento_km,
Pará,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Focos_de_Calor,56070.0
RI Guajará,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Focos_de_Calor,15.0
Ananindeua,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Focos_de_Calor,0.0
Belém,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Focos_de_Calor,9.0
Benevides,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Focos_de_Calor,0.0
Marituba,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Focos_de_Calor,0.0
Santa Bárbara do Pará,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Focos_de_Calor,6.0
Fonte: PRODES - INPE-TERRABRASILIS/Queimadas,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Focos_de_Calor,
Elaboração: FAPESPA,5 Guajará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri guajara.xlsx",Guajará,Focos_de_Calor,
