Municpios,Nome_do_Hospital,Tipo,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Ananindeua,HOSPITAL OFTALMOLOGICO DO PARA ,Hospital Especializado,5 Guajará,19,Caracterização Hospitalar por  Tipo - 2025 ri guajara,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara.xlsx,Guajará
,MATERNIDADE SAGRADA FAMILIA DE ANANINDEUA ,Hospital Especializado,5 Guajará,19,Caracterização Hospitalar por  Tipo - 2025 ri guajara,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara.xlsx,Guajará
,CLINICA SANTA EDWIGES ,Hospital Geral,5 Guajará,19,Caracterização Hospitalar por  Tipo - 2025 ri guajara,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara.xlsx,Guajará
,HOSPITAL ANITA GEROSA ,Hospital Geral,5 Guajará,19,Caracterização Hospitalar por  Tipo - 2025 ri guajara,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara.xlsx,Guajará
,HOSPITAL DAS CLINICAS DE ANANINDEUA ,Hospital Geral,5 Guajará,19,Caracterização Hospitalar por  Tipo - 2025 ri guajara,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara.xlsx,Guajará
,HOSPITAL E PRONTO SOCORRO MUNICIPAL DE ANANINDEUA ,Hospital Geral,5 Guajará,19,Caracterização Hospitalar por  Tipo - 2025 ri guajara,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara.xlsx,Guajará
,HOSPITAL MODELO DE ANANINDEUA ,Hospital Geral,5 Guajará,19,Caracterização Hospitalar por  Tipo - 2025 ri guajara,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara.xlsx,Guajará
,HOSPITAL SANTA MARIA DE ANANINDEUA ,Hospital Geral,5 Guajará,19,Caracterização Hospitalar por  Tipo - 2025 ri guajara,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara.xlsx,Guajará
Belém,CAES ,Hospital Especializado,5 Guajará,19,Caracterização Hospitalar por  Tipo - 2025 ri guajara,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara.xlsx,Guajará
,CLINICA MEDICA VOO DE LIBERDADE UNIDADE O DE ALMEIDA ,Hospital Especializado,5 Guajará,19,Caracterização Hospitalar por  Tipo - 2025 ri guajara,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri guajara.xlsx,Guajará
