Par,48,42,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Guajará,568.0,496.0,5 Guajará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara.xlsx,Guajará
Ananindeua,59.0,51.0,5 Guajará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara.xlsx,Guajará
Belém,54.0,48.0,5 Guajará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara.xlsx,Guajará
Benevides,66.0,53.0,5 Guajará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara.xlsx,Guajará
Marituba,55.0,48.0,5 Guajará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara.xlsx,Guajará
Santa Bárbara do Pará,5.0,48.0,5 Guajará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara.xlsx,Guajará
Fonte: MEC - INEP,,,5 Guajará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara.xlsx,Guajará
Elaboração: FAPESPA,,,5 Guajará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri guajara.xlsx,Guajará
