Par,913,978,981,67,0,15,2,22,04,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Guajará,92.9,98.8,98.525,5.2,0,0.925,1.9,1.2,0.55,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97,9782000000000000.0
Ananindeua,96.3,100,99.1,1.4,0,0.8,2.3,0,0.1,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97,974.0
Belém,89.5,97.6,97.9,9,0,1.9,1.5,2.4,0.2,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97,97.0
Benevides,-,-,100,-,-,0,-,-,0,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97,998.0
Marituba,-,-,97.1,-,-,1,-,-,1.9,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97,100.0
Santa Bárbara do Pará,-,-,-,-,-,-,-,-,-,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97,949.0
Fonte: MEC - INEP,,,,,,,,,,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97,
Elaboração: FAPESPA,,,,,,,,,,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97,
RI Guajará,92.9,98.8,98.525,5.2,0,0.925,1.9,1.2,0.55,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97_2,9786000000000000.0
Ananindeua,96.3,100,99.1,1.4,0,0.8,2.3,0,0.1,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97_2,977.0
Belém,89.5,97.6,97.9,9,0,1.9,1.5,2.4,0.2,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97_2,969.0
Benevides,-,-,100,-,-,0,-,-,0,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97_2,999.0
Marituba,-,-,97.1,-,-,1,-,-,1.9,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97_2,999.0
Santa Bárbara do Pará,-,-,-,-,-,-,-,-,-,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97_2,949.0
Fonte: MEC - INEP,,,,,,,,,,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97_2,
Elaboração: FAPESPA,,,,,,,,,,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,97_2,
RI Guajará,92.9,98.8,98.525,5.2,0,0.925,1.9,1.2,0.55,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,09,52.0
Ananindeua,96.3,100,99.1,1.4,0,0.8,2.3,0,0.1,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,09,1.0
Belém,89.5,97.6,97.9,9,0,1.9,1.5,2.4,0.2,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,09,1.0
Benevides,-,-,100,-,-,0,-,-,0,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,09,0.0
Marituba,-,-,97.1,-,-,1,-,-,1.9,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,09,0.0
Santa Bárbara do Pará,-,-,-,-,-,-,-,-,-,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,09,6.0
Fonte: MEC - INEP,,,,,,,,,,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,09,
Elaboração: FAPESPA,,,,,,,,,,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,09,
RI Guajará,92.9,98.8,98.525,5.2,0,0.925,1.9,1.2,0.55,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,11,64.0
Ananindeua,96.3,100,99.1,1.4,0,0.8,2.3,0,0.1,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,11,1.0
Belém,89.5,97.6,97.9,9,0,1.9,1.5,2.4,0.2,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,11,15.0
Benevides,-,-,100,-,-,0,-,-,0,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,11,0.0
Marituba,-,-,97.1,-,-,1,-,-,1.9,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,11,1.0
Santa Bárbara do Pará,-,-,-,-,-,-,-,-,-,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,11,6.0
Fonte: MEC - INEP,,,,,,,,,,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,11,
Elaboração: FAPESPA,,,,,,,,,,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,11,
RI Guajará,92.9,98.8,98.525,5.2,0,0.925,1.9,1.2,0.55,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,21,1.66e+16
Ananindeua,96.3,100,99.1,1.4,0,0.8,2.3,0,0.1,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,21,16.0
Belém,89.5,97.6,97.9,9,0,1.9,1.5,2.4,0.2,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,21,2.0
Benevides,-,-,100,-,-,0,-,-,0,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará,21,2.0
