Par,913,97,978,981,97_2,67,09,0,15,11,2,21,22,04,19,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Guajará,92.9,9782000000000000.0,98.8,98.525,9786000000000000.0,5.2,52.0,0,0.925,64.0,1.9,1.66e+16,1.2,0.55,15.0,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
Ananindeua,96.3,974.0,100,99.1,977.0,1.4,1.0,0,0.8,1.0,2.3,16.0,0,0.1,13.0,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
Belém,89.5,97.0,97.6,97.9,969.0,9,1.0,0,1.9,15.0,1.5,2.0,2.4,0.2,16.0,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
Benevides,-,998.0,-,100,999.0,-,0.0,-,0,0.0,-,2.0,-,0,1.0,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
Marituba,-,100.0,-,97.1,999.0,-,0.0,-,1,1.0,-,0.0,-,1.9,0.0,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
Santa Bárbara do Pará,-,949.0,-,-,949.0,-,6.0,-,-,6.0,-,45.0,-,-,45.0,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
Fonte: MEC - INEP,,,,,,,,,,,,,,,,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
Elaboração: FAPESPA,,,,,,,,,,,,,,,,5 Guajará,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
