Par,col,7,6417,1102,7510,11,38,11947,2073,14038,163,6399,47523,9017,61362,1126,11735,32,3075,15629,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Guajará,-,7,796.0,517,1317.0,11,12,1003.0,985,2003.0,163,3836.0,3366.0,4483.0,11463.0,425,3218.0,32,1665,5213.0,5 Guajará,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
Ananindeua,-,-,175.0,85,259.0,-,-,281.0,192,470.0,-,923.0,1015.0,1069.0,2915.0,36,856.0,9,478,1363.0,5 Guajará,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
Belém,-,7,411.0,422,838.0,11,12,457.0,769,1247.0,163,2746.0,1332.0,3274.0,7239.0,389,2023.0,23,1147,3471.0,5 Guajará,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
Benevides,-,-,58.0,7,65.0,-,-,94.0,16,107.0,-,108.0,290.0,78.0,465.0,-,112.0,-,28,140.0,5 Guajará,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
Marituba,-,-,109.0,3,112.0,-,-,130.0,8,138.0,-,4.0,634.0,56.0,688.0,-,188.0,-,12,200.0,5 Guajará,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
Santa Bárbara do Pará,-,-,43.0,-,43.0,-,-,41.0,-,41.0,-,55.0,95.0,6.0,156.0,-,39.0,-,-,39.0,5 Guajará,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
Fonte: MEC - INEP,,,,,,,,,,,,,,,,,,,,,5 Guajará,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
Elaboração: FAPESPA,,,,,,,,,,,,,,,,,,,,,5 Guajará,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guajara.xlsx",Guajará
