EstadoMunicpios,rea_Territorial_IBGEkm,rea_Cadastrvel_km,_de_rea_Cadastrvel,rea_de_CAR_km,_de_rea_de_CAR,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,1.2458722699999996e+16,5848309106000001.0,4694148225965414.0,5058925174.0,865.0,5 Guajará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara.xlsx",Guajará
RI Guajará,1.81922e+16,8597170000000001.0,4725745099548159.0,5331752.0,6201752437139197.0,5 Guajará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara.xlsx",Guajará
Ananindeua,19058.0,1144914.0,6007524399202434.0,7399640000000001.0,6715.0,5 Guajará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara.xlsx",Guajará
Belém,105946.0,2859875.0,2.699370433994677e+16,2.073142e+16,8186.0,5 Guajará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara.xlsx",Guajará
Benevides,18782.0,1480127.0,7880561175593654.0,680228.0,4727.0,5 Guajará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara.xlsx",Guajará
Marituba,10321.0,4942060000000001.0,4788353841682009.0,100048.0,2787.0,5 Guajará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara.xlsx",Guajará
Santa Bárbara do Pará,27815.0,2618048.0,9412360237282044.0,1.7383700000000002e+16,664.0,5 Guajará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara.xlsx",Guajará
Fonte: SEMAS/SICAR,,,,,,5 Guajará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara.xlsx",Guajará
Elaboração: FAPESPA,,,,,,5 Guajará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara.xlsx",Guajará
*Nota: Dados preliminares extraídos em Novembro/2025.,,,,,,5 Guajará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri guajara.xlsx",Guajará
