EstadoMunicpios,bitos_por_Agresses_,Populao_Total,Taxa_de_Homicdio_100_Mil_habitantes,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2211.0,8664306.0,2.5518489305433116e+16,5 Guajará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara.xlsx",Guajará
RI Guajará,545.0,2115846.0,2.5758018305680092e+16,5 Guajará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara.xlsx",Guajará
Ananindeua,114.0,507838.0,2244810352907817.0,5 Guajará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara.xlsx",Guajará
Belém,351.0,1398531.0,2.5097763295915504e+16,5 Guajará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara.xlsx",Guajará
Benevides,19.0,68191.0,2.786291446085261e+16,5 Guajará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara.xlsx",Guajará
Marituba,57.0,118998.0,4.789996470528917e+16,5 Guajará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara.xlsx",Guajará
Santa Bárbara do Pará,4.0,22288.0,1.7946877243359656e+16,5 Guajará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara.xlsx",Guajará
Fonte: DATASUS,,,,5 Guajará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara.xlsx",Guajará
Elaboração: FAPESPA,,,,5 Guajará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara.xlsx",Guajará
*Dados Preliminares extraídos em Outubro/2025.,,,,5 Guajará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara","..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri guajara.xlsx",Guajará
