EstadoMunicpio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,5 Guajará,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara.xlsx,Guajará ,rea_de_Floresta_km,8144011.0
RI Guajará,5 Guajará,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara.xlsx,Guajará ,rea_de_Floresta_km,4872.0
Ananindeua,5 Guajará,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara.xlsx,Guajará ,rea_de_Floresta_km,788.0
Belém,5 Guajará,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara.xlsx,Guajará ,rea_de_Floresta_km,2267.0
Benevides,5 Guajará,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara.xlsx,Guajará ,rea_de_Floresta_km,544.0
Marituba,5 Guajará,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara.xlsx,Guajará ,rea_de_Floresta_km,298.0
Santa Bárbara do Pará,5 Guajará,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara.xlsx,Guajará ,rea_de_Floresta_km,975.0
Fonte: INPE/PRODES,5 Guajará,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara.xlsx,Guajará ,rea_de_Floresta_km,
Elaboração: FAPESPA,5 Guajará,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara.xlsx,Guajará ,rea_de_Floresta_km,
Pará,5 Guajará,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara.xlsx,Guajará ,Hidrografia_km,439279.0
RI Guajará,5 Guajará,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara.xlsx,Guajará ,Hidrografia_km,6348.0
Ananindeua,5 Guajará,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara.xlsx,Guajará ,Hidrografia_km,184.0
Belém,5 Guajará,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara,..\..\Desktop\tabelas-powerBI\5 Guajará\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri guajara.xlsx,Guajará ,Hidrografia_km,5813.0
