Par,45314,52299630230049585,5921790175221786,4072251401332922,005958423445292845,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Araguaia,2693.0,5.652243266841293e+16,6442629038247308.0,3542517638321574.0,1.485332343111771e+16,2 Araguaia,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia.xlsx,Araguaia
Água Azul do Norte,82.0,4565701559020045.0,7317073170731707.0,2.5609756097560972e+16,1.2195121951219512e+16,2 Araguaia,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia.xlsx,Araguaia
Bannach,30.0,7055503292568203.0,7666666666666667.0,20.0,3.3333333333333332e+16,2 Araguaia,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia.xlsx,Araguaia
Conceição do Araguaia,306.0,6.496953226183146e+16,6176470588235294.0,3823529411764706.0,0.0,2 Araguaia,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia.xlsx,Araguaia
Cumaru do Norte,44.0,2945705295574747.0,7272727272727273.0,2727272727272727.0,0.0,2 Araguaia,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia.xlsx,Araguaia
Floresta do Araguaia,118.0,6356046323727444.0,6779661016949152.0,3220338983050847.0,0.0,2 Araguaia,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia.xlsx,Araguaia
Ourilândia do Norte,192.0,5500644606789858.0,609375.0,3854166666666667.0,5208333333333333.0,2 Araguaia,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia.xlsx,Araguaia
Pau D'Arco,73.0,1.0005482456140352e+16,5.47945205479452e+16,4520547945205479.0,0.0,2 Araguaia,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia.xlsx,Araguaia
Redenção,606.0,6590753368788541.0,6485148514851485.0,3.5148514851485144e+16,0.0,2 Araguaia,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia.xlsx,Araguaia
Rio Maria,137.0,7161900778922056.0,6204379562043796.0,3795620437956204.0,0.0,2 Araguaia,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia.xlsx,Araguaia
Santa Maria das Barreiras,78.0,456701212014755.0,6.025641025641026e+16,3.974358974358975e+16,0.0,2 Araguaia,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia.xlsx,Araguaia
Santana do Araguaia,186.0,5870656187860997.0,6182795698924731.0,3817204301075269.0,0.0,2 Araguaia,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia.xlsx,Araguaia
São Félix do Xingu,313.0,4.745516018011736e+16,7028753993610223.0,2939297124600639.0,3194888178913738.0,2 Araguaia,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia.xlsx,Araguaia
Sapucaia,39.0,6.331168831168832e+16,5641025641025641.0,4358974358974359.0,0.0,2 Araguaia,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 ri araguaia.xlsx,Araguaia
