Par,col,7,1102,11,38,2073,163,6399,9017,1126,32,3075,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Araguaia,-,-,52,-,-,94,-,60,435,15,-,178,2 Araguaia,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia.xlsx",Araguaia,6417,529.0
Água Azul do Norte,-,-,1,-,-,2,-,-,13,-,-,-,2 Araguaia,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia.xlsx",Araguaia,6417,19.0
Bannach,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia.xlsx",Araguaia,6417,1.0
Conceição do Araguaia,-,-,6,-,-,16,-,58,79,15,-,36,2 Araguaia,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia.xlsx",Araguaia,6417,33.0
Cumaru do Norte,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia.xlsx",Araguaia,6417,19.0
Floresta do Araguaia,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia.xlsx",Araguaia,6417,15.0
Ourilândia do Norte,-,-,11,-,-,9,-,-,38,-,-,15,2 Araguaia,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia.xlsx",Araguaia,6417,16.0
Pau D'Arco,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia.xlsx",Araguaia,6417,8.0
Redenção,-,-,15,-,-,30,-,-,107,-,-,41,2 Araguaia,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia.xlsx",Araguaia,6417,60.0
Rio Maria,-,-,2,-,-,3,-,-,3,-,-,-,2 Araguaia,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri araguaia.xlsx",Araguaia,6417,7.0
