Par,48789382896,100,10637664692999992,100_2,54942469403,100_3,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Araguaia,3.5227367882000004e+16,7220293799798833.0,7680706449999999.0,7220293806641801.0,3877761655.0,7.0578583327895784e+16,2 Araguaia,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia.xlsx",Araguaia
Água Azul do Norte,1.8837605130000004e+16,3861004999828437.0,41072076.0,3.861004946605157e+16,6493053.0,1.18179125739213e+16,2 Araguaia,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia.xlsx",Araguaia
Bannach,1.013171547e+16,2076623000458292.0,2209042.0,2.076623078234114e+16,29429657.0,5.35644963172934e+16,2 Araguaia,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia.xlsx",Araguaia
Conceição do Araguaia,1.5201981329999998e+16,3.115838001559624e+16,33145239.0,3115837917114542.0,245792637.0,4473636508711039.0,2 Araguaia,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia.xlsx",Araguaia
Cumaru do Norte,1816122328.0,3722372000218299.0,3.9597345e+16,3722371981329382.0,40631243.0,7395234222541410.0,2 Araguaia,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia.xlsx",Araguaia
Floresta do Araguaia,1690373548.0,3.464633999579825e+16,36855614.0,3.464633927054729e+16,79621586.0,1449181059118039.0,2 Araguaia,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia.xlsx",Araguaia
Ourilândia do Norte,3580700136.0,7339096999100523.0,78070853.0,7339096996671999.0,204731047.0,3726280402475342.0,2 Araguaia,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia.xlsx",Araguaia
Pau D'Arco,1059908848.0,2.172416999533102e+16,23109444.0,2172417035781071.0,23113677.0,4206887176923630.0,2 Araguaia,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia.xlsx",Araguaia
Redenção,4222125859.0,8653779999636256.0,9205601000000000.0,8653780003103175.0,1405065475.0,2557339504880863.0,2 Araguaia,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia.xlsx",Araguaia
Rio Maria,2.011902899e+16,4123648998161332.0,4.3865996e+16,4.12364905888278e+16,160040324.0,291287096737704.0,2 Araguaia,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia.xlsx",Araguaia
Santa Maria das Barreiras,2349017532.0,4.814607999874054e+16,51216186.0,4814608043972498.0,8671599099999999.0,1.578305306300358e+16,2 Araguaia,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia.xlsx",Araguaia
Santana do Araguaia,313980756.0,6435432001041802.0,68457968.0,6435432021564665.0,207240452.0,3771953722718625.0,2 Araguaia,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia.xlsx",Araguaia
São Félix do Xingu,5.044757301000001e+16,1.0339866998837556e+16,109992038.0,1.0339866989075068e+16,298522985.0,5433374004549201.0,2 Araguaia,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia.xlsx",Araguaia
Sapucaia,989809727.0,2.028740000893e+16,21581056.0,2028740012288712.0,3050267.0,5.55174718782015e+16,2 Araguaia,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri araguaia.xlsx",Araguaia
