EstadoMunicpios,PIB_R_1000,Populao,PIB_Per_capita,Razo_PIB_Per_capita_entre_Municpio_e_Par_R_100,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Rio Maria,1007362504.0,18384.0,5479561.0,1.7508953907421176e+16,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
Santa Maria das Barreiras,94338578.0,16548.0,5700905.0,1.821621894082152e+16,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
Santana do Araguaia,1978254119.0,32413.0,6103274.0,1.9501916878078748e+16,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
São Félix do Xingu,2352014458.0,65418.0,3595363.0,1148833730429272.0,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
Sapucaia,172700146.0,5847.0,2953654.0,9437871344888794.0,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
Tucumã,1347918985.0,39550.0,3408139.0,1.0890096608302108e+16,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
Xinguara,2321584652.0,52893.0,438921.0,1.4024932942619326e+16,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
Fonte: FAPESPA/IBGE,,,,,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
Elaboração: FAPESPA,,,,,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
"NOTA:  Para o cálculo do PIB per capita de 2023, por Unidade da Federação e por Município, foi utilizada a população da publicação ‘Relação da população residente dos Municípios enviada para o TCU em 2023’",,,,,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
