EstadoMunicpios,PIB_R_1000,Populao,PIB_Per_capita,Razo_PIB_Per_capita_entre_Municpio_e_Par_R_100,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2.5454651119799996e+16,8121025.0,3.1295764606916276e+16,1.0,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
RI Araguaia,1.833403558e+16,454710.0,4032028233379517.0,1.2883622701100106e+16,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
Água Azul do Norte,1047225878.0,18080.0,5792179.0,1.8507868629354228e+16,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
Bannach,153994721.0,4031.0,3820261.0,1.2206958506953154e+16,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
Conceição do Araguaia,98529616.0,44617.0,2208342.0,7056360589803141.0,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
Cumaru do Norte,4790322.0,14036.0,3412883.0,1.0905255209025196e+16,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
Floresta do Araguaia,657024636.0,17898.0,3670939.0,1.1729826850719388e+16,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
Ourilândia do Norte,1053014288.0,32467.0,3243337.0,1.036350138984376e+16,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
Pau D'Arco,153520962.0,6931.0,221499.0,7077603080867031.0,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
Redenção,3681706091.0,85597.0,4301209.0,1.3743741538270148e+16,2 Araguaia,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri araguaia.xlsx",Araguaia
