Par,1445663,27792,117832,9307,99624,261547,444602,423642,61317,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Araguaia,79533.0,2335,10586.0,255,3154.0,14802.0,17243.0,17404.0,13754.0,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia
Água Azul do Norte,3422.0,600,1265.0,-,12.0,187.0,153.0,361.0,844.0,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia
Bannach,612.0,-,2.0,-,3.0,43.0,14.0,117.0,433.0,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia
Conceição do Araguaia,4248.0,13,263.0,15,65.0,1376.0,1043.0,940.0,533.0,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia
Cumaru do Norte,2204.0,-,1.0,-,30.0,61.0,44.0,468.0,1600.0,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia
Floresta do Araguaia,2641.0,53,32.0,-,1.0,277.0,126.0,1861.0,291.0,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia
Ourilândia do Norte,5850.0,1062,427.0,4,940.0,667.0,1835.0,742.0,173.0,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia
Pau D'Arco,706.0,-,38.0,47,2.0,43.0,46.0,274.0,256.0,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia
Redenção,19276.0,54,1742.0,88,1064.0,4793.0,7133.0,3404.0,998.0,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia
Rio Maria,4454.0,10,1106.0,40,45.0,446.0,645.0,1430.0,732.0,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia
