Par,1445663,13001,27369,17213,69065,120790,63390,742285,27276,365274,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Araguaia,79533.0,695.0,3820.0,2481.0,6165.0,6671.0,6339.0,38057.0,1186.0,14119.0,2 Araguaia,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia.xlsx,Araguaia
Água Azul do Norte,3422.0,36.0,272.0,179.0,405.0,318.0,387.0,1383.0,59.0,383.0,2 Araguaia,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia.xlsx,Araguaia
Bannach,612.0,12.0,73.0,88.0,80.0,54.0,42.0,175.0,6.0,82.0,2 Araguaia,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia.xlsx,Araguaia
Conceição do Araguaia,4248.0,30.0,134.0,72.0,134.0,208.0,254.0,2113.0,89.0,1214.0,2 Araguaia,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia.xlsx,Araguaia
Cumaru do Norte,2204.0,49.0,234.0,236.0,302.0,204.0,172.0,672.0,23.0,312.0,2 Araguaia,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia.xlsx,Araguaia
Floresta do Araguaia,2641.0,12.0,58.0,41.0,356.0,283.0,62.0,1115.0,22.0,692.0,2 Araguaia,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia.xlsx,Araguaia
Ourilândia do Norte,5850.0,14.0,146.0,102.0,214.0,481.0,222.0,3506.0,93.0,1072.0,2 Araguaia,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia.xlsx,Araguaia
Pau D'Arco,706.0,5.0,69.0,47.0,73.0,39.0,27.0,276.0,14.0,156.0,2 Araguaia,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia.xlsx,Araguaia
Redenção,19276.0,79.0,430.0,291.0,1045.0,1505.0,1296.0,10393.0,407.0,3830.0,2 Araguaia,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia.xlsx,Araguaia
Rio Maria,4454.0,49.0,182.0,209.0,283.0,312.0,308.0,2253.0,49.0,809.0,2 Araguaia,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia.xlsx,Araguaia
Santa Maria das Barreiras,4356.0,34.0,326.0,180.0,539.0,485.0,344.0,1523.0,41.0,884.0,2 Araguaia,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia.xlsx,Araguaia
Santana do Araguaia,6163.0,56.0,383.0,163.0,572.0,552.0,539.0,2948.0,95.0,855.0,2 Araguaia,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia.xlsx,Araguaia
São Félix do Xingu,7344.0,119.0,384.0,195.0,636.0,806.0,642.0,3203.0,72.0,1287.0,2 Araguaia,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri araguaia.xlsx,Araguaia
