Par,913,978,981,67,0,15,2,22,04,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Rio Capim,93.5,-,98.2,6.3,-,0.8600000000000001,0.2,-,0.9400000000000001,10 Rio Capim,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim.xlsx",Rio Capim,97,943375.0
Abel Figueiredo,-,-,-,-,-,-,-,-,-,10 Rio Capim,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim.xlsx",Rio Capim,97,100.0
Aurora do Pará,-,-,-,-,-,-,-,-,-,10 Rio Capim,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim.xlsx",Rio Capim,97,926.0
Bujaru,-,-,-,-,-,-,-,-,-,10 Rio Capim,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim.xlsx",Rio Capim,97,907.0
Capitão Poço,-,-,-,-,-,-,-,-,-,10 Rio Capim,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim.xlsx",Rio Capim,97,964.0
Concórdia do Pará,-,-,96.3,-,-,0,-,-,3.7,10 Rio Capim,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim.xlsx",Rio Capim,97,924.0
Dom Eliseu,-,-,97.1,-,-,2.1,-,-,0.8,10 Rio Capim,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim.xlsx",Rio Capim,97,927.0
Garrafão do Norte,-,-,-,-,-,-,-,-,-,10 Rio Capim,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim.xlsx",Rio Capim,97,985.0
Ipixuna do Pará,-,-,-,-,-,-,-,-,-,10 Rio Capim,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim.xlsx",Rio Capim,97,915.0
Irituia,-,-,-,-,-,-,-,-,-,10 Rio Capim,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio capim.xlsx",Rio Capim,97,975.0
