Par,9274,290432,1084062,45449,148884,233792,17516,1213359,152720,21320,15601,70569,266576,3966227,4640906,4610,96067,161718,477562,1759249,1562172,1192224,3751973,7307684,127,2802,12167,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Rio Capim,172,4791,22222,8812,21820,36619,17011,1190618,143109,5007.0,4076.0,15703.0,21955.0,313487.0,313601.0,423,9717,18401,128870.0,477386.0,449154.0,596321,1903804,3836107,18,232,928,10 Rio Capim,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim.xlsx",Rio Capim
Abel Figueiredo,-,-,-,-,-,-,11,618,309,2.0,1.0,10.0,30.0,300.0,1065.0,2,40,56,2000.0,10800.0,10800.0,4321,15124,32759,-,-,-,10 Rio Capim,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim.xlsx",Rio Capim
Aurora do Pará,4,107,231,35,88,181,-,-,-,150.0,120.0,600.0,1300.0,18200.0,17096.0,30,660,886,850.0,2751.0,4151.0,-,-,-,-,-,-,10 Rio Capim,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim.xlsx",Rio Capim
Bujaru,-,-,-,30,25,38,-,-,-,140.0,96.0,384.0,1000.0,15835.0,23753.0,-,-,-,120.0,84.0,84.0,-,-,-,-,-,-,10 Rio Capim,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim.xlsx",Rio Capim
Capitão Poço,-,-,-,50,49,77,-,-,-,1500.0,1200.0,4620.0,3100.0,46500.0,31434.0,-,-,-,1500.0,3201.0,4033.0,-,-,-,-,-,-,10 Rio Capim,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim.xlsx",Rio Capim
Concórdia do Pará,100,3000,18000,30,20,40,-,-,-,35.0,21.0,103.0,2600.0,32950.0,66478.0,-,-,-,100.0,77.0,77.0,-,-,-,-,-,-,10 Rio Capim,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim.xlsx",Rio Capim
Dom Eliseu,2,50,143,1500,3879,5819,-,-,-,45.0,43.0,142.0,150.0,1875.0,1575.0,8,172,344,33000.0,106900.0,93911.0,160000,500800,992135,10,130,520,10 Rio Capim,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim.xlsx",Rio Capim
Garrafão do Norte,-,-,-,12,12,14,-,-,-,600.0,480.0,1781.0,2100.0,31500.0,22050.0,-,-,-,800.0,800.0,960.0,-,-,-,-,-,-,10 Rio Capim,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim.xlsx",Rio Capim
Ipixuna do Pará,5,123,290,200,384,722,-,-,-,200.0,180.0,594.0,1900.0,25080.0,17556.0,180,3960,7920,4000.0,10080.0,8532.0,8000,25160,49595,-,-,-,10 Rio Capim,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri rio capim.xlsx",Rio Capim
