Par,11569,3762,15331,2384,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Rio Capim,830.0,233.0,1063.0,74.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Abel Figueiredo,21.0,0.0,21.0,1.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Aurora do Pará,58.0,0.0,58.0,0.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Bujaru,6.0,0.0,6.0,0.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Capitão Poço,89.0,100.0,189.0,1.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Concórdia do Pará,30.0,0.0,30.0,1.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Dom Eliseu,93.0,23.0,116.0,15.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Garrafão do Norte,18.0,0.0,18.0,0.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Ipixuna do Pará,53.0,0.0,53.0,3.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Irituia,30.0,0.0,30.0,0.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Mãe do Rio,52.0,0.0,52.0,1.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Nova Esperança do Piriá,32.0,0.0,32.0,0.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Ourém,24.0,0.0,24.0,0.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Paragominas,122.0,73.0,195.0,35.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Rondon do Pará,36.0,24.0,60.0,3.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Tomé-Açu,71.0,13.0,84.0,2.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Ulianópolis,95.0,0.0,95.0,12.0,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Fonte: DATASUS,,,,,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
Elaboração: FAPESPA,,,,,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
*Nota: Dados referentes a Outubro/2025.,,,,,10 Rio Capim,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri rio capim.xlsx,Rio Capim
