Par,48,42,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Rio Capim,49.0,425.0,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim
Abel Figueiredo,53.0,38.0,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim
Aurora do Pará,51.0,42.0,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim
Bujaru,48.0,4.0,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim
Capitão Poço,51.0,46.0,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim
Concórdia do Pará,38.0,36.0,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim
Dom Eliseu,54.0,47.0,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim
Garrafão do Norte,44.0,37.0,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim
Ipixuna do Pará,45.0,38.0,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim
Irituia,41.0,43.0,10 Rio Capim,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri rio capim.xlsx,Rio Capim
