EstadoMunicpios,bitos_por_Agresses_,Populao_Total,Taxa_de_Homicdio_100_Mil_habitantes,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2211.0,8664306.0,2.5518489305433116e+16,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
RI Rio Capim,216.0,653032.0,3307648017248772.0,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Abel Figueiredo,3.0,6302.0,4760393525864805.0,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Aurora do Pará,6.0,24321.0,2467003823855927.0,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Bujaru,6.0,25112.0,2.3892959541255176e+16,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Capitão Poço,10.0,59960.0,1.6677785190126748e+16,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Concórdia do Pará,9.0,28287.0,3181673560292714.0,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Dom Eliseu,22.0,62322.0,3.5300535926318156e+16,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Garrafão do Norte,9.0,25552.0,3.5222291797119596e+16,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
Ipixuna do Pará,21.0,30158.0,6963326480535845.0,10 Rio Capim,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio capim.xlsx",Rio Capim
