EstadoMunicpio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim,Receita_Oramentria,5873641911584.0
RI Rio Capim,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim,Receita_Oramentria,349120027773.0
Abel Figueiredo,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim,Receita_Oramentria,4966446185.0
Aurora do Pará,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim,Receita_Oramentria,14468675217.0
Bujaru,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim,Receita_Oramentria,18096202399.0
Capitão Poço,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim,Receita_Oramentria,21135149788.0
Concórdia do Pará,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim,Receita_Oramentria,20338857752.0
Dom Eliseu,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim,Receita_Oramentria,26544842893.0
Garrafão do Norte,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim,Receita_Oramentria,13619297725.0
Ipixuna do Pará,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim,Receita_Oramentria,26819489216.0
Irituia,10 Rio Capim,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri rio capim.xlsx",Rio Capim,Receita_Oramentria,13215291386.0
