Par,118515,3181875711935198,8295152512340211,23502510230772476,6234231953761127,2678142007340843,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Rio Capim,8936.0,1.6450313339301704e+16,4532229185317815.0,1.8610116383169204e+16,5713965980304386.0,1.8072963294538944e+16,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Abel Figueiredo,94.0,1.0638297872340424e+16,1.0638297872340424e+16,1.595744680851064e+16,8191489361702128.0,0.0,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Aurora do Pará,354.0,0.0,3389830508474576.0,1.497175141242938e+16,7937853107344633.0,2.2598870056497176e+16,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Bujaru,365.0,904109589041096.0,8493150684931507.0,2.7945205479452056e+16,5.205479452054794e+16,2.4657534246575344e+16,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Capitão Poço,809.0,1.1124845488257108e+16,2.2249690976514212e+16,2200247218788628.0,7404202719406675.0,6180469715698393.0,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Concórdia do Pará,441.0,6349206349206349.0,4988662131519274.0,2675736961451247.0,6.145124716553288e+16,4.535147392290249e+16,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Dom Eliseu,621.0,1.1272141706924316e+16,4830917874396135.0,2.270531400966184e+16,7020933977455717.0,1.1272141706924316e+16,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Garrafão do Norte,366.0,2459016393442623.0,273224043715847.0,1721311475409836.0,76775956284153.0,819672131147541.0,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Ipixuna do Pará,568.0,8802816901408451.0,721830985915493.0,2.2183098591549296e+16,5845070422535211.0,1.1267605633802818e+16,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Irituia,349.0,2.578796561604585e+16,3151862464183381.0,1.9197707736389684e+16,7421203438395415.0,8595988538681949.0,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Mãe do Rio,491.0,1.2219959266802444e+16,4684317718940937.0,1608961303462322.0,769857433808554.0,1.0183299389002036e+16,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Nova Esperança do Piriá,281.0,3558718861209964.0,6405693950177936.0,2.02846975088968e+16,708185053380783.0,2135231316725979.0,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Ourém,256.0,15625.0,234375.0,15625.0,80078125.0,390625.0,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Paragominas,1681.0,1189767995240928.0,297441998810232.0,2558001189767995.0,1106484235574063.0,8596073765615705.0,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Rondon do Pará,489.0,6134969325153374.0,5930470347648262.0,1.6768916155419224e+16,7648261758691206.0,2044989775051125.0,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Tomé-Açu,1338.0,2092675635276532.0,1.0538116591928252e+16,3236173393124066.0,5276532137518684.0,2242152466367713.0,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Ulianópolis,433.0,4618937644341801.0,1.6166281755196306e+16,1.5242494226327944e+16,766743648960739.0,6.0046189376443416e+16,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Fonte: DATASUS,,,,,,,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
Elaboração: FAPESPA,,,,,,,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
*Nota: Dados Preliminares extraídos em Outubro/2025.,,,,,,,10 Rio Capim,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio capim.xlsx,Rio Capim
