EstadoMunicpios,_Participao_PIB_Estadual,_Participao_VA_Agropecuria_Estadual,_Participao_VA_Industrial_Estadual,_Participao_VA_Servios_Estadual_Exclusive_Administrao_Pblica,_Participao_VA_Administrao_Pblica_Estadual,_Participao_VA_Total_Estadual,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,100.0,100.0,100.0,100.0,100.0,100.0,10 Rio Capim,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim.xlsx,Rio Capim
RI Rio Capim,4960787542596014.0,1.4897887559767044e+16,2006359896955436.0,46753184783195.0,8090434620809221.0,5037528488488639.0,10 Rio Capim,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim.xlsx,Rio Capim
Abel Figueiredo,4.00921490164286e+16,1119960631460849.0,8438284566006200.0,3797187410544320.0,9150168108778730.0,406286760678453.0,10 Rio Capim,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim.xlsx,Rio Capim
Aurora do Pará,1.172515591119598e+16,3.632208168342056e+16,8628857545220500.0,7321228596459670.0,3825505946806763.0,1.238110731780313e+16,10 Rio Capim,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim.xlsx,Rio Capim
Bujaru,2.040492777267567e+16,1.3400518524207146e+16,1.88759199617972e+16,8069034155857750.0,3218444514176033.0,2.193819521595285e+16,10 Rio Capim,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim.xlsx,Rio Capim
Capitão Poço,2.340222140568565e+16,5426266258165632.0,3174315063989460.0,2613072243781966.0,5963649818407877.0,2.387899838858202e+16,10 Rio Capim,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim.xlsx,Rio Capim
Concórdia do Pará,1.596755430067325e+16,4.55544008711908e+16,1.57669487349757e+16,1.444845172286476e+16,4.268785656280389e+16,1630184651481855.0,10 Rio Capim,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim.xlsx,Rio Capim
Dom Eliseu,3575739075578661.0,961499419498554.0,4459326327449450.0,4.68046217017724e+16,6474656634372095.0,3.513410246130958e+16,10 Rio Capim,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim.xlsx,Rio Capim
Garrafão do Norte,1.048646636225216e+16,3.10433114279867e+16,8963221730492900.0,7563419378551830.0,3268546734501811.0,1.100596531506692e+16,10 Rio Capim,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim.xlsx,Rio Capim
Ipixuna do Pará,2375939356847492.0,3438327715359108.0,1.248989819144975e+16,1.381465411182373e+16,7028889386800543.0,2.462836637073413e+16,10 Rio Capim,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim.xlsx,Rio Capim
Irituia,1.056273034198806e+16,2.499171628221633e+16,9896994115203100.0,8289721272469810.0,3.556202935837165e+16,1.110879214977874e+16,10 Rio Capim,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim.xlsx,Rio Capim
Mãe do Rio,1.293043007930739e+16,1.311367445204424e+16,1182578332047430.0,1880726550545128.0,3.662978270872782e+16,1.300904454519222e+16,10 Rio Capim,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio capim.xlsx,Rio Capim
