Par,1445663,154931,99624,261547,868244,61317,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Rio Capim,86010.0,12815.0,3894.0,15045.0,40629.0,13627.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Abel Figueiredo,722.0,133.0,17.0,162.0,302.0,108.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Aurora do Pará,1389.0,16.0,16.0,120.0,995.0,242.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Bujaru,1509.0,84.0,18.0,128.0,1204.0,75.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Capitão Poço,10593.0,259.0,172.0,1236.0,7997.0,929.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Concórdia do Pará,3957.0,237.0,75.0,471.0,1623.0,1551.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Dom Eliseu,5827.0,470.0,111.0,1564.0,2430.0,1252.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Garrafão do Norte,3059.0,209.0,5.0,106.0,2092.0,647.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Ipixuna do Pará,4802.0,402.0,64.0,330.0,3365.0,641.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Irituia,2527.0,233.0,12.0,140.0,1982.0,160.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Mãe do Rio,2821.0,171.0,9.0,907.0,1444.0,290.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Nova Esperança do Piriá,999.0,1.0,,157.0,727.0,114.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Ourém,1844.0,152.0,,122.0,1523.0,47.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Paragominas,25659.0,4999.0,2331.0,6079.0,8769.0,3481.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Rondon do Pará,4582.0,548.0,28.0,1194.0,1927.0,885.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Tomé Açu,10529.0,2667.0,991.0,1789.0,2912.0,2170.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Ulianópolis,5191.0,2234.0,45.0,540.0,1337.0,1035.0,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Fonte: MTE-RAIS,,,,,,,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
Elaboração: FAPESPA,,,,,,,10 Rio Capim,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri rio capim.xlsx,Rio Capim
