Par,118515,09770915074041261,17936126228747415,28677382609796226,24599417795215793,1656330422309412,870185208623381,25439817744589295,00008437750495717842,27655302109597697,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tocantins,12134.0,9642327344651394.0,1.8402835009065436e+16,2.9709906049118176e+16,2.5457392450964236e+16,1.6004615131036758e+16,7540794461842756.0,1.9202241635074996e+16,0.0,3.5627420121565676e+16,12 Tocantins,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins.xlsx,Tocantins
Abaetetuba,2265.0,5298013245033113.0,1.4260485651214128e+16,2.9492273730684324e+16,2.6843267108167772e+16,1876379690949227.0,8432671081677706.0,1.6777041942604858e+16,0.0,2780133217153317.0,12 Tocantins,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins.xlsx,Tocantins
Acará,922.0,1.084598698481562e+16,2.3535791757049892e+16,2.8308026030368764e+16,2418655097613883.0,1.4967462039045554e+16,6507592190889371.0,1.4099783080260302e+16,0.0,2.7878343248114064e+16,12 Tocantins,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins.xlsx,Tocantins
Baião,476.0,1.2605042016806722e+16,2184873949579832.0,2.8991596638655464e+16,2.4579831932773108e+16,1.4285714285714284e+16,7352941176470589.0,1680672268907563.0,0.0,8525621548195679.0,12 Tocantins,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins.xlsx,Tocantins
Barcarena,1991.0,7533902561526872.0,1.4917127071823206e+16,2.7825213460572576e+16,2636865896534405.0,1767955801104972.0,1.0246107483676544e+16,2209944751381215.0,0.0,6165396014009946.0,12 Tocantins,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins.xlsx,Tocantins
Cametá,2080.0,125.0,1875.0,3.072115384615385e+16,2.5817307692307692e+16,1.4567307692307692e+16,7163461538461538.0,1.7307692307692308e+16,0.0,6.076322503945439e+16,12 Tocantins,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins.xlsx,Tocantins
Igarapé-Miri,1079.0,1.2974976830398516e+16,211306765523633.0,3.178869323447637e+16,2465245597775718.0,1380908248378128.0,5375347544022243.0,1.9462465245597776e+16,0.0,1.2515408599811472e+16,12 Tocantins,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins.xlsx,Tocantins
Limoeiro do Ajuru,372.0,2688172043010753.0,2.446236559139785e+16,3.4946236559139784e+16,2.204301075268817e+16,1.3172043010752688e+16,3763440860215054.0,1.3440860215053764e+16,0.0,301151740197621.0,12 Tocantins,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins.xlsx,Tocantins
Mocajuba,502.0,5976095617529881.0,199203187250996.0,3.02788844621514e+16,2589641434262948.0,1.6135458167330676e+16,5577689243027888.0,1593625498007968.0,0.0,2453072412477013.0,12 Tocantins,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins.xlsx,Tocantins
Moju,1095.0,182648401826484.0,2054794520547945.0,2.931506849315069e+16,2.4383561643835616e+16,1.442922374429224e+16,6.849315068493151e+16,2.6484018264840184e+16,0.0,1887769150283606.0,12 Tocantins,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tocantins.xlsx,Tocantins
