Par,25454651119799995,26290497911899993,24009724766100007,22807731455,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tocantins,22727645503.0,1.8845965255000004e+16,15963241028.0,2.8827242270000004e+16,12 Tocantins,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins.xlsx",Tocantins
Abaetetuba,2441092172.0,1947974167.0,1769269119.0,178705048.0,12 Tocantins,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins.xlsx",Tocantins
Acará,211146704.0,1432520752.0,1406109995.0,26410757.0,12 Tocantins,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins.xlsx",Tocantins
Baião,799362814.0,561718716.0,551505234.0,10213482.0,12 Tocantins,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins.xlsx",Tocantins
Barcarena,9190032788.0,9242378136.0,6966071837.0,2276306299.0,12 Tocantins,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins.xlsx",Tocantins
Cametá,1901552871.0,1392448604.0,133483311.0,57615495.0,12 Tocantins,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins.xlsx",Tocantins
Igarapé-Miri,1021946299.0,690510317.0,649999686.0,40510631.0,12 Tocantins,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins.xlsx",Tocantins
Limoeiro do Ajuru,60199105.0,502725016.0,497965593.0,4759424.0,12 Tocantins,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins.xlsx",Tocantins
Mocajuba,480359837.0,451565778.0,438104215.0,13461562.0,12 Tocantins,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins.xlsx",Tocantins
Moju,2156272999.0,1333106903.0,1228687695.0,104419207.0,12 Tocantins,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri tocantins.xlsx",Tocantins
