Par,23001070720,2051340906,20949729814,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tocantins,3489620170,874008717,2615611453.0,12 Tocantins,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins.xlsx",Tocantins
Abaetetuba,157406474,11666,157394808.0,12 Tocantins,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins.xlsx",Tocantins
Acará,619,0,619.0,12 Tocantins,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins.xlsx",Tocantins
Baião,,,0.0,12 Tocantins,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins.xlsx",Tocantins
Barcarena,3203483524,872692867,2330790657.0,12 Tocantins,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins.xlsx",Tocantins
Cametá,0,19876,-19876.0,12 Tocantins,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins.xlsx",Tocantins
Igarapé-Miri,5984035,97897,5886138.0,12 Tocantins,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins.xlsx",Tocantins
Limoeiro do Ajuru,,,0.0,12 Tocantins,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins.xlsx",Tocantins
Mocajuba,3193140,0,3193140.0,12 Tocantins,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins.xlsx",Tocantins
Moju,119395782,173768,119222014.0,12 Tocantins,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tocantins.xlsx",Tocantins
