EstadoMunicpio,Desflorestamento_Acumulado_km,Incremento_do_Desflorestamento_km,Focos_de_Calor,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2914860687628959.0,2.260838831105545e+16,56070.0,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins
RI Tocantins,1.4727521779875932e+16,1.5272474456797424e+16,3309.0,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins
Abaetetuba,7038433591171295.0,564819260995551.0,71.0,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins
Acará,2498112215227326.0,126318786512787.0,666.0,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins
Baião,1.6723692580414952e+16,824578771257269.0,256.0,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins
Barcarena,3461229140778845.0,924895261924722.0,42.0,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins
Cametá,1.1571726413903966e+16,729170098025391.0,344.0,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins
Igarapé-Miri,4.988173564418049e+16,117762221163614.0,152.0,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins
Limoeiro do Ajuru,7677262586981432.0,0.0,29.0,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins
Mocajuba,4924792971308315.0,269601761305832.0,164.0,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins
Moju,4791834167712983.0,630544765002465.0,1133.0,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins
Tailândia,2489997944866268.0,651264931099887.0,452.0,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins
Fonte: PRODES - INPE-TERRABRASILIS/Queimadas,,,,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins
Elaboração: FAPESPA,,,,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins
