EstadoMunicpio,rea_de_Floresta_km,Hidrografia_km,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,8144011.0,439279.0,12 Tocantins,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins.xlsx,Tocantins
RI Tocantins,131552.0,26561.0,12 Tocantins,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins.xlsx,Tocantins
Abaetetuba,4441.0,4136.0,12 Tocantins,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins.xlsx,Tocantins
Acará,17939.0,705.0,12 Tocantins,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins.xlsx,Tocantins
Baião,13957.0,2359.0,12 Tocantins,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins.xlsx,Tocantins
Barcarena,4433.0,5277.0,12 Tocantins,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins.xlsx,Tocantins
Cametá,8639.0,4483.0,12 Tocantins,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins.xlsx,Tocantins
Igarapé-Miri,9571.0,3218.0,12 Tocantins,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins.xlsx,Tocantins
Limoeiro do Ajuru,8608.0,5078.0,12 Tocantins,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins.xlsx,Tocantins
Mocajuba,1351.0,749.0,12 Tocantins,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins.xlsx,Tocantins
Moju,42206.0,556.0,12 Tocantins,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins.xlsx,Tocantins
Tailândia,20407.0,0.0,12 Tocantins,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins.xlsx,Tocantins
Fonte: INPE/PRODES,,,12 Tocantins,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins.xlsx,Tocantins
Elaboração: FAPESPA,,,12 Tocantins,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tocantins.xlsx,Tocantins
