Par,1445663,839050,606613,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tocantins,98643.0,61030.0,37613.0,12 Tocantins,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins.xlsx,Tocantins
Abaetetuba,14811.0,7048.0,7763.0,12 Tocantins,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins.xlsx,Tocantins
Acará,4771.0,2870.0,1901.0,12 Tocantins,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins.xlsx,Tocantins
Baião,1746.0,829.0,917.0,12 Tocantins,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins.xlsx,Tocantins
Barcarena,39497.0,27385.0,12112.0,12 Tocantins,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins.xlsx,Tocantins
Cametá,6367.0,3084.0,3283.0,12 Tocantins,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins.xlsx,Tocantins
Igarapé-Miri,3221.0,1538.0,1683.0,12 Tocantins,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins.xlsx,Tocantins
Limoeiro do Ajuru,1114.0,550.0,564.0,12 Tocantins,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins.xlsx,Tocantins
Mocajuba,1829.0,957.0,872.0,12 Tocantins,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins.xlsx,Tocantins
Moju,11223.0,7316.0,3907.0,12 Tocantins,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins.xlsx,Tocantins
Tailândia,14064.0,9453.0,4611.0,12 Tocantins,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins.xlsx,Tocantins
Fonte: MTE-RAIS,,,,12 Tocantins,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins.xlsx,Tocantins
Elaboração: FAPESPA,,,,12 Tocantins,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri tocantins.xlsx,Tocantins
