EstadoMunicpio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins,Desflorestamento_Acumulado_km,2914860687628959.0
RI Tocantins,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins,Desflorestamento_Acumulado_km,1.4727521779875932e+16
Abaetetuba,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins,Desflorestamento_Acumulado_km,7038433591171295.0
Acará,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins,Desflorestamento_Acumulado_km,2498112215227326.0
Baião,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins,Desflorestamento_Acumulado_km,1.6723692580414952e+16
Barcarena,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins,Desflorestamento_Acumulado_km,3461229140778845.0
Cametá,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins,Desflorestamento_Acumulado_km,1.1571726413903966e+16
Igarapé-Miri,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins,Desflorestamento_Acumulado_km,4.988173564418049e+16
Limoeiro do Ajuru,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins,Desflorestamento_Acumulado_km,7677262586981432.0
Mocajuba,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins,Desflorestamento_Acumulado_km,4924792971308315.0
Moju,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins,Desflorestamento_Acumulado_km,4791834167712983.0
Tailândia,12 Tocantins,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri tocantins.xlsx",Tocantins,Desflorestamento_Acumulado_km,2489997944866268.0
