Par,118515,3181875711935198,8295152512340211,23502510230772476,6234231953761127,2678142007340843,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tocantins,12134.0,1.9943959123125104e+16,7664414043184441.0,2642986649085215.0,5857919894511291.0,5332124608537992.0,12 Tocantins,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins.xlsx,Tocantins
Abaetetuba,2265.0,2207505518763797.0,5342163355408388.0,2.516556291390729e+16,6653421633554085.0,7505518763796909.0,12 Tocantins,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins.xlsx,Tocantins
Acará,922.0,5639913232104121.0,1.0086767895878524e+16,4.11062906724512e+16,4219088937093275.0,9761388286334056.0,12 Tocantins,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins.xlsx,Tocantins
Baião,476.0,273109243697479.0,3.781512605042017e+16,1.4915966386554622e+16,7563025210084034.0,2941176470588235.0,12 Tocantins,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins.xlsx,Tocantins
Barcarena,1991.0,8538422903063787.0,4118533400301356.0,1.978905072827725e+16,7498744349573079.0,2.51130085384229e+16,12 Tocantins,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins.xlsx,Tocantins
Cametá,2080.0,2.1153846153846156e+16,1326923076923077.0,3668269230769231.0,4774038461538462.0,1.923076923076923e+16,12 Tocantins,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins.xlsx,Tocantins
Igarapé-Miri,1079.0,1.0194624652455976e+16,4170528266913809.0,1.6218721037998148e+16,2.8174235403151064e+16,5.041705282669138e+16,12 Tocantins,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins.xlsx,Tocantins
Limoeiro do Ajuru,372.0,564516129032258.0,1021505376344086.0,3064516129032258.0,5.3494623655913976e+16,0.0,12 Tocantins,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins.xlsx,Tocantins
Mocajuba,502.0,2589641434262948.0,8167330677290837.0,2.7290836653386452e+16,6115537848605578.0,796812749003984.0,12 Tocantins,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins.xlsx,Tocantins
Moju,1095.0,1643835616438356.0,1.3515981735159816e+16,3.698630136986301e+16,445662100456621.0,3287671232876712.0,12 Tocantins,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tocantins.xlsx,Tocantins
