Par,23001070720,2051340906,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Tapajós,338554039,122606826,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós,20949729814,215947213.0
Aveiro,,,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós,20949729814,0.0
Itaituba,322786283,122431612,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós,20949729814,200354671.0
Jacareacanga,0,56501,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós,20949729814,-56501.0
Novo Progresso,15767756,118713,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós,20949729814,15649043.0
Rurópolis,,,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós,20949729814,0.0
Trairão,,,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós,20949729814,0.0
Fonte: MDIC - COMEX STAT,,,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós,20949729814,
Elaboração: FAPESPA,,,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós,20949729814,
Nota: Saldo é a diferença entre as Exportações e as Importações da UF.,,,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós,20949729814,
