Municpios,Nome_do_Hospital,Tipo,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Aveiro,HOSPITAL MUNICIPAL DE AVEIRO ,Hospital Geral,11 Tapajós,19,Caracterização Hospitalar por  Tipo - 2025 ri tapajos,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos.xlsx,Tapajós
Itaituba,CASA DE SAUDE E MATERNIDADE SANTO ANTONIO ,Hospital Geral,11 Tapajós,19,Caracterização Hospitalar por  Tipo - 2025 ri tapajos,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos.xlsx,Tapajós
,HOSPITAL DOM BOSCO ,Hospital Geral,11 Tapajós,19,Caracterização Hospitalar por  Tipo - 2025 ri tapajos,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos.xlsx,Tapajós
,HOSPITAL E MATERNIDADE CRISTO SALVADOR ,Hospital Geral,11 Tapajós,19,Caracterização Hospitalar por  Tipo - 2025 ri tapajos,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos.xlsx,Tapajós
,HOSPITAL MUNICIPAL DE ITAITUBA ,Hospital Geral,11 Tapajós,19,Caracterização Hospitalar por  Tipo - 2025 ri tapajos,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos.xlsx,Tapajós
,HOSPITAL REGIONAL PUBLICO DO TAPAJOS ITAITUBA ,Hospital Geral,11 Tapajós,19,Caracterização Hospitalar por  Tipo - 2025 ri tapajos,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos.xlsx,Tapajós
,HOSPITAL SAO VICENTE ,Hospital Geral,11 Tapajós,19,Caracterização Hospitalar por  Tipo - 2025 ri tapajos,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos.xlsx,Tapajós
Novo Progresso,CLINICA DA MULHER ,Hospital Geral,11 Tapajós,19,Caracterização Hospitalar por  Tipo - 2025 ri tapajos,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos.xlsx,Tapajós
,CLINICA SINHA ,Hospital Geral,11 Tapajós,19,Caracterização Hospitalar por  Tipo - 2025 ri tapajos,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos.xlsx,Tapajós
,HOSPITAL MUNICIPAL DE NOVO PROGRESSO ,Hospital Geral,11 Tapajós,19,Caracterização Hospitalar por  Tipo - 2025 ri tapajos,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri tapajos.xlsx,Tapajós
