EstadoMunicpios,bitos_de_Jovens_por_Agresso_,Populao_Jovem_de_15_a_29_anos,Taxa_de_Homicdio_de_Jovens_100000_hab,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,1026.0,2269457.0,4520905220940516.0,11 Tapajós,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos.xlsx",Tapajós
RI Tapajós,32.0,73111.0,4.376906347881987e+16,11 Tapajós,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos.xlsx",Tapajós
Aveiro,0.0,4964.0,0.0,11 Tapajós,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos.xlsx",Tapajós
Itaituba,19.0,36847.0,5156457784894293.0,11 Tapajós,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos.xlsx",Tapajós
Jacareacanga,4.0,7743.0,5165956347668862.0,11 Tapajós,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos.xlsx",Tapajós
Novo Progresso,4.0,9591.0,4170576582212491.0,11 Tapajós,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos.xlsx",Tapajós
Rurópolis,2.0,9829.0,2.0347949944043136e+16,11 Tapajós,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos.xlsx",Tapajós
Trairão,3.0,4137.0,7251631617113851.0,11 Tapajós,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos.xlsx",Tapajós
Fonte: DATASUS,,,,11 Tapajós,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos.xlsx",Tapajós
Elaboração: FAPESPA,,,,11 Tapajós,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri tapajos.xlsx",Tapajós
