EstadoMunicpios,PIB_R_1000,Populao,PIB_Per_capita,Razo_PIB_Per_capita_entre_Municpio_e_Par_R_100,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2.5454651119799996e+16,8121025.0,3.1295764606916276e+16,1.0,11 Tapajós,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos.xlsx",Tapajós
RI Tapajós,7367915524.0,250295.0,2.943692652270321e+16,9406041645711296.0,11 Tapajós,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos.xlsx",Tapajós
Aveiro,228317168.0,18290.0,1248317.0,3988772971931562.0,11 Tapajós,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos.xlsx",Tapajós
Itaituba,3806020448.0,123314.0,3086446.0,9862184352312978.0,11 Tapajós,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos.xlsx",Tapajós
Jacareacanga,732418403.0,24042.0,3046412.0,97342628891283.0,11 Tapajós,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos.xlsx",Tapajós
Novo Progresso,1541047549.0,33638.0,458127.0,1.4638626208824284e+16,11 Tapajós,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos.xlsx",Tapajós
Rurópolis,605553853.0,35769.0,1692957.0,5409540304459797.0,11 Tapajós,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos.xlsx",Tapajós
Trairão,454558103.0,15242.0,2982273.0,952931822391368.0,11 Tapajós,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos.xlsx",Tapajós
Fonte: FAPESPA/IBGE,,,,,11 Tapajós,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos.xlsx",Tapajós
Elaboração: FAPESPA,,,,,11 Tapajós,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos.xlsx",Tapajós
"NOTA:  Para o cálculo do PIB per capita de 2023, por Unidade da Federação e por Município, foi utilizada a população da publicação ‘Relação da população residente dos Municípios enviada para o TCU em 2023’",,,,,11 Tapajós,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri tapajos.xlsx",Tapajós
