Par,1445663,27792,117832,9307,99624,261547,444602,423642,61317,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tapajós,32822.0,818,3330.0,208,1850.0,7686.0,8569.0,9545.0,816.0,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós
Aveiro,969.0,23,22.0,9,1.0,6.0,12.0,879.0,17.0,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós
Itaituba,20218.0,676,2421.0,105,1329.0,4982.0,5458.0,5088.0,159.0,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós
Jacareacanga,830.0,8,55.0,35,16.0,154.0,194.0,324.0,44.0,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós
Novo Progresso,7406.0,7,666.0,30,487.0,1742.0,1186.0,2745.0,543.0,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós
Rurópolis,2555.0,104,120.0,29,12.0,460.0,1615.0,187.0,28.0,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós
Trairão,844.0,-,46.0,-,5.0,342.0,104.0,322.0,25.0,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós
Fonte: MTE-RAIS,,,,,,,,,,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós
Elaboração: FAPESPA,,,,,,,,,,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós
