Par,col,1,437,1_2,19,681,3,480,747,21,2,261,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Tapajós,-,-,6,-,-,9,-,-,11,1,-,5,11 Tapajós,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós.xlsx",Tapajós,3344,159.0
Aveiro,-,-,-,-,-,-,-,-,-,-,-,-,11 Tapajós,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós.xlsx",Tapajós,3344,25.0
Itaituba,-,-,5,-,-,5,-,-,7,1,-,3,11 Tapajós,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós.xlsx",Tapajós,3344,81.0
Jacareacanga,-,-,-,-,-,-,-,-,-,-,-,-,11 Tapajós,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós.xlsx",Tapajós,3344,2.0
Novo Progresso,-,-,1,-,-,4,-,-,4,-,-,2,11 Tapajós,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós.xlsx",Tapajós,3344,7.0
Rurópolis,-,-,-,-,-,-,-,-,-,-,-,-,11 Tapajós,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós.xlsx",Tapajós,3344,41.0
Trairão,-,-,-,-,-,-,-,-,-,-,-,-,11 Tapajós,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós.xlsx",Tapajós,3344,3.0
Fonte: MEC - INEP,,,,,,,,,,,,,11 Tapajós,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós.xlsx",Tapajós,3344,
Elaboração: FAPESPA,,,,,,,,,,,,,11 Tapajós,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós.xlsx",Tapajós,3344,
RI Tapajós,-,-,6,-,-,9,-,-,11,1,-,5,11 Tapajós,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tapajós.xlsx",Tapajós,3782,165.0
