EstadoMunicpios,rea_Territorial_IBGEkm,rea_Cadastrvel_km,_de_rea_Cadastrvel,rea_de_CAR_km,_de_rea_de_CAR,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,1.2458722699999996e+16,5848309106000001.0,4694148225965414.0,5058925174.0,865.0,11 Tapajós,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos.xlsx",Tapajós
RI Tapajós,1.8959549e+16,65264805.0,3.4423184327855052e+16,4865230380000001.0,7454600347001727.0,11 Tapajós,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos.xlsx",Tapajós
Aveiro,1707405.0,7.761998e+16,4546078991217667.0,68759847.0,8859.0,11 Tapajós,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos.xlsx",Tapajós
Itaituba,6204247.0,3.0432837000000004e+16,4.905162060762572e+16,198490098.0,652.0,11 Tapajós,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos.xlsx",Tapajós
Jacareacanga,5330456.0,84371668.0,1.5828227078508858e+16,59260616.0,7267.0,11 Tapajós,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos.xlsx",Tapajós
Novo Progresso,3816201.0,97959483.0,2.566937197490384e+16,87632749.0,9005.0,11 Tapajós,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos.xlsx",Tapajós
Rurópolis,702132.0,51019021.0,7266300496202994.0,44002556.0,8625.0,11 Tapajós,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos.xlsx",Tapajós
Trairão,1199108.0,3.734952800000001e+16,3.1147759834810548e+16,2.8377172e+16,7569.0,11 Tapajós,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos.xlsx",Tapajós
Fonte: SEMAS/SICAR,,,,,,11 Tapajós,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos.xlsx",Tapajós
Elaboração: FAPESPA,,,,,,11 Tapajós,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri tapajos.xlsx",Tapajós
