EstadoMunicpios,Masculino,Feminino,Razo_de_Sexos,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,4373481.0,4337715.0,1008245354985286.0,11 Tapajós,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós.xlsx,Tapajós
RI Tapajós,139548.0,131582.0,1.0605401954674652e+16,11 Tapajós,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós.xlsx,Tapajós
Aveiro,10229.0,9151.0,1.1178013331876298e+16,11 Tapajós,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós.xlsx,Tapajós
Itaituba,68829.0,66540.0,1034400360685302.0,11 Tapajós,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós.xlsx,Tapajós
Jacareacanga,13809.0,12770.0,1.0813625685199686e+16,11 Tapajós,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós.xlsx,Tapajós
Novo Progresso,19305.0,17749.0,1.0876669108118768e+16,11 Tapajós,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós.xlsx,Tapajós
Rurópolis,19198.0,18000.0,1.0665555555555556e+16,11 Tapajós,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós.xlsx,Tapajós
Trairão,8178.0,7372.0,1.1093326098752034e+16,11 Tapajós,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós.xlsx,Tapajós
"Fonte: DATASUS - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2025",,,,11 Tapajós,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós.xlsx,Tapajós
Elaboração: FAPESPA,,,,11 Tapajós,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_tapajós.xlsx,Tapajós
