Par,11569,3762,15331,2384,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tapajós,303.0,217.0,520.0,99.0,11 Tapajós,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos.xlsx,Tapajós
Aveiro,24.0,0.0,24.0,1.0,11 Tapajós,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos.xlsx,Tapajós
Itaituba,149.0,202.0,351.0,72.0,11 Tapajós,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos.xlsx,Tapajós
Jacareacanga,27.0,0.0,27.0,5.0,11 Tapajós,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos.xlsx,Tapajós
Novo Progresso,34.0,13.0,47.0,1.0,11 Tapajós,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos.xlsx,Tapajós
Rurópolis,48.0,2.0,50.0,15.0,11 Tapajós,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos.xlsx,Tapajós
Trairão,21.0,0.0,21.0,5.0,11 Tapajós,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos.xlsx,Tapajós
Fonte: DATASUS,,,,,11 Tapajós,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos.xlsx,Tapajós
Elaboração: FAPESPA,,,,,11 Tapajós,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos.xlsx,Tapajós
*Nota: Dados referentes a Outubro/2025.,,,,,11 Tapajós,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri tapajos.xlsx,Tapajós
