Par,23001070720,2051340906,20949729814,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tapajós,338554039,122606826,215947213.0,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós
Aveiro,,,0.0,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós
Itaituba,322786283,122431612,200354671.0,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós
Jacareacanga,0,56501,-56501.0,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós
Novo Progresso,15767756,118713,15649043.0,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós
Rurópolis,,,0.0,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós
Trairão,,,0.0,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós
Fonte: MDIC - COMEX STAT,,,,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós
Elaboração: FAPESPA,,,,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós
Nota: Saldo é a diferença entre as Exportações e as Importações da UF.,,,,11 Tapajós,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos","..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri tapajos.xlsx",Tapajós
