Par,13678533514398037,4142176095852846,5848120491077079,009703413070075517,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tapajós,1590849819306285.0,4768149882903982.0,5201405152224824.0,3044496487119438.0,11 Tapajós,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos.xlsx,Tapajós
Aveiro,9207719918847214.0,632768361581921.0,3615819209039548.0,5649717514124294.0,11 Tapajós,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos.xlsx,Tapajós
Itaituba,1.5559079620597828e+16,4543269230769231.0,5.427884615384615e+16,2884615384615385.0,11 Tapajós,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos.xlsx,Tapajós
Jacareacanga,2.683996000922864e+16,819484240687679.0,1.7621776504297994e+16,4.297994269340974e+16,11 Tapajós,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos.xlsx,Tapajós
Novo Progresso,1.7388685032038992e+16,2.425196850393701e+16,7574803149606299.0,0.0,11 Tapajós,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos.xlsx,Tapajós
Rurópolis,1.1750535331905782e+16,3.735763097949887e+16,6.195899772209568e+16,683371298405467.0,11 Tapajós,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos.xlsx,Tapajós
Trairão,1.5429925091235036e+16,3692946058091287.0,6307053941908713.0,0.0,11 Tapajós,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos.xlsx,Tapajós
Fonte: DATASUS,,,,,11 Tapajós,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos.xlsx,Tapajós
Elaboração: FAPESPA,,,,,11 Tapajós,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos.xlsx,Tapajós
*Nota: Dados Preliminares extraídos em Outubro/2025.,,,,,11 Tapajós,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri tapajos.xlsx,Tapajós
