Par,118515,3181875711935198,8295152512340211,23502510230772476,6234231953761127,2678142007340843,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Rio Caeté,6784.0,1960495283018868.0,5616155660377359.0,2038620283018868.0,7186025943396226.0,1768867924528302.0,9 Rio Caeté,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete.xlsx,Rio Caeté
Augusto Corrêa,708.0,1977401129943503.0,3248587570621469.0,1440677966101695.0,8022598870056498.0,1.412429378531073e+16,9 Rio Caeté,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete.xlsx,Rio Caeté
Bonito,170.0,2941176470588235.0,4705882352941177.0,1.8823529411764708e+16,7352941176470588.0,0.0,9 Rio Caeté,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete.xlsx,Rio Caeté
Bragança,1793.0,1.3385387618516452e+16,5911879531511433.0,1.9910764082543224e+16,7267150027886224.0,1.673173452314556e+16,9 Rio Caeté,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete.xlsx,Rio Caeté
Cachoeira do Piriá,257.0,2.7237354085603116e+16,1.0894941634241246e+16,311284046692607.0,5.525291828793775e+16,0.0,9 Rio Caeté,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete.xlsx,Rio Caeté
Capanema,884.0,3959276018099547.0,4298642533936651.0,1493212669683258.0,7647058823529412.0,3393665158371041.0,9 Rio Caeté,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete.xlsx,Rio Caeté
Nova Timboteua,121.0,2479338842975207.0,4958677685950414.0,2.31404958677686e+16,6859504132231406.0,8264462809917356.0,9 Rio Caeté,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete.xlsx,Rio Caeté
Peixe-Boi,71.0,0.0,4225352112676056.0,1.2676056338028168e+16,8309859154929578.0,0.0,9 Rio Caeté,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete.xlsx,Rio Caeté
Primavera,126.0,1.5873015873015872e+16,3.1746031746031744e+16,1.6666666666666664e+16,7857142857142857.0,0.0,9 Rio Caeté,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete.xlsx,Rio Caeté
Quatipuru,130.0,7692307692307693.0,10.0,2.4615384615384616e+16,6461538461538461.0,0.0,9 Rio Caeté,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri rio caete.xlsx,Rio Caeté
