EstadoMunicpios,bitos_por_Agresses_,Populao_Total,Taxa_de_Homicdio_100_Mil_habitantes,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2211.0,8664306.0,2.5518489305433116e+16,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
RI Rio Caeté,97.0,521239.0,1.860950542841192e+16,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Augusto Corrêa,8.0,47596.0,1.6808135137406502e+16,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Bonito,0.0,12998.0,0.0,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Bragança,29.0,131679.0,2.2023253518024892e+16,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Cachoeira do Piriá,8.0,19578.0,4086219225661457.0,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Capanema,17.0,74808.0,2272484226285959.0,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Nova Timboteua,1.0,13204.0,757346258709482.0,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Peixe-Boi,0.0,8651.0,0.0,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Primavera,4.0,11332.0,3529827038475115.0,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Quatipuru,3.0,11870.0,2.527379949452401e+16,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Salinópolis,5.0,48168.0,1.0380335492443116e+16,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Santa Luzia do Pará,9.0,21217.0,4.241881510109818e+16,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Santarém Novo,0.0,6348.0,0.0,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
São João de Pirabas,0.0,21447.0,0.0,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Tracuateua,2.0,30373.0,6584795706713199.0,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Viseu,11.0,61970.0,1.7750524447313218e+16,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Fonte: DATASUS,,,,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
Elaboração: FAPESPA,,,,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
*Dados Preliminares extraídos em Outubro/2025.,,,,9 Rio Caeté,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri rio caete.xlsx",Rio Caeté
