Par,col,191,12640,73,407,28312,2079,136328,130742,8585,133,29064,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Rio Caeté,-,-,242,-,-,712,-,13668,4052,556,-,885,9 Rio Caeté,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté.xlsx",Rio Caeté,101220,5547.0
Augusto Corrêa,-,-,8,-,-,4,-,-,32,-,-,-,9 Rio Caeté,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté.xlsx",Rio Caeté,101220,394.0
Bonito,-,-,-,-,-,14,-,768,41,-,-,-,9 Rio Caeté,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté.xlsx",Rio Caeté,101220,102.0
Bragança,-,-,142,-,-,282,-,5873,1581,556,-,353,9 Rio Caeté,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté.xlsx",Rio Caeté,101220,438.0
Cachoeira do Piriá,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté.xlsx",Rio Caeté,101220,259.0
Capanema,-,-,60,-,-,303,-,3755,1856,-,-,428,9 Rio Caeté,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté.xlsx",Rio Caeté,101220,1022.0
Nova Timboteua,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté.xlsx",Rio Caeté,101220,158.0
Peixe-Boi,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté.xlsx",Rio Caeté,101220,268.0
Primavera,-,-,-,-,-,-,-,814,-,-,-,-,9 Rio Caeté,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté.xlsx",Rio Caeté,101220,190.0
Quatipuru,-,-,-,-,-,-,-,766,-,-,-,-,9 Rio Caeté,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri rio caeté.xlsx",Rio Caeté,101220,128.0
