Par,820361,301905,518456,11208843632599998,5406014641200002,5802828991400001,14650321514480005,7064060326700001,7586261187780002,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Rio Caeté,63451.0,11140.0,52311.0,7448243863999999.0,1733160841.0,5715083022999999.0,9795185777800000.0,2.26191289e+16,7533272887800002.0,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Augusto Corrêa,5453.0,405.0,5048.0,5.96991744e+16,57990409.0,539001335.0,7941720822.0,75083841.0,7190882412.0,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Bonito,928.0,83.0,845.0,107230089.0,10969441.0,96260648.0,1360654843.0,148224625.0,1212430218.0,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Bragança,21852.0,3532.0,18320.0,2496363529.0,553666193.0,1942697336.0,3.2815771329e+16,72138934.0,25601877929.0,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Cachoeira do Piriá,885.0,33.0,852.0,9267195400000000.0,3962632.0,88709322.0,1.209909753e+16,43699518.0,1166210235.0,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Capanema,16782.0,4209.0,12573.0,2103466018.0,696542066.0,1406923952.0,27762082113.0,9194139385.0,18567942728.0,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Nova Timboteua,1765.0,353.0,1412.0,220078701.0,50642599.0,169436102.0,2.8867597040000004e+16,665511884.0,222124782.0,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Peixe-Boi,298.0,45.0,253.0,35930976.0,6173565.0,29757411.0,417569046.0,69080969.0,348488077.0,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Primavera,898.0,128.0,770.0,106842894.0,18177009.0,88665885.0,1.3561099540000004e+16,2.35850635e+16,1.120259319e+16,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Quatipuru,590.0,78.0,512.0,67421926.0,9868705.0,57553221.0,887404275.0,1.28586513e+16,758817762.0,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Salinópolis,5374.0,1454.0,3920.0,636080904.0,211784345.0,424296559.0,8328230159.0,2746829043.0,5581401116.0,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Santa Luzia do Pará,1421.0,170.0,1251.0,165742493.0,23710049.0,142032444.0,2145867439.0,305631419.0,184023602.0,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Santarém Novo,202.0,32.0,170.0,23172159.0,469508.0,18477079.0,300582148.0,5399751699999999.0,246584631.0,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
São João de Pirabas,886.0,106.0,780.0,97315879.0,14183754.0,83132125.0,1.264730563e+16,164679706.0,1100050857.0,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Tracuateua,1823.0,147.0,1676.0,2.12461224e+16,22798699.0,189662525.0,2.8158966040000004e+16,291612947.0,2524283657.0,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Viseu,4294.0,365.0,3929.0,486473374.0,47996295.0,438477079.0,6.458569026000001e+16,6065529289999999.0,5852016097.0,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Fonte: Ministério da Previdência Social,,,,,,,,,,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
Elaboração: FAPESPA,,,,,,,,,,9 Rio Caeté,29,Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri rio caete.xlsx,Rio Caeté
