Par,23001070720,2051340906,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Rio Caeté,26444287,8452134,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,17992153.0
Augusto Corrêa,17581807,19493,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,17562314.0
Bonito,,,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,0.0
Bragança,8710070,23070,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,8687000.0
Cachoeira do Piriá,,,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,0.0
Capanema,152410,0,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,152410.0
Nova Timboteua,,,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,0.0
Peixe-Boi,,,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,0.0
Primavera,0,8405703,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,-8405703.0
Quatipuru,,,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,0.0
Salinópolis,0,3868,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,-3868.0
Santa Luzia do Pará,,,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,0.0
Santarém Novo,,,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,0.0
São João de Pirabas,,,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,0.0
Tracuateua,,,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,0.0
Viseu,,,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,0.0
Fonte: MDIC - COMEX STAT,,,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,
Elaboração: FAPESPA,,,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,
Nota: Saldo é a diferença entre as Exportações e as Importações da UF.,,,9 Rio Caeté,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri caete.xlsx",Rio Caeté,20949729814,
