Par,1445663,13001,27369,17213,69065,120790,63390,742285,27276,365274,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Rio Caeté,59071.0,731.0,853.0,543.0,7843.0,5619.0,2606.0,27774.0,960.0,12142.0,9 Rio Caeté,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete.xlsx,Rio Caeté
Augusto Corrêa,3188.0,3.0,178.0,55.0,73.0,328.0,133.0,1285.0,26.0,1107.0,9 Rio Caeté,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete.xlsx,Rio Caeté
Bonito,1498.0,34.0,88.0,84.0,139.0,170.0,110.0,657.0,11.0,205.0,9 Rio Caeté,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete.xlsx,Rio Caeté
Bragança,9200.0,34.0,157.0,100.0,277.0,623.0,494.0,5187.0,101.0,2227.0,9 Rio Caeté,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete.xlsx,Rio Caeté
Cachoeira do Piriá,1431.0,75.0,6.0,6.0,19.0,126.0,127.0,348.0,98.0,626.0,9 Rio Caeté,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete.xlsx,Rio Caeté
Capanema,10626.0,19.0,162.0,89.0,373.0,939.0,557.0,6433.0,187.0,1867.0,9 Rio Caeté,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete.xlsx,Rio Caeté
Nova Timboteua,1892.0,498.0,20.0,23.0,23.0,135.0,29.0,421.0,6.0,737.0,9 Rio Caeté,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete.xlsx,Rio Caeté
Peixe-Boi,630.0,9.0,19.0,26.0,73.0,59.0,30.0,318.0,6.0,90.0,9 Rio Caeté,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete.xlsx,Rio Caeté
Primavera,1197.0,2.0,19.0,4.0,54.0,221.0,32.0,541.0,16.0,308.0,9 Rio Caeté,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete.xlsx,Rio Caeté
Quatipuru,985.0,4.0,10.0,0.0,53.0,77.0,129.0,412.0,4.0,296.0,9 Rio Caeté,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - rio caete.xlsx,Rio Caeté
