Par,48789382896,100,10637664692999992,100_2,54942469403,100_3,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Rio Caeté,1.6047705755999996e+16,3289179900103978.0,3.4989193000000004e+16,3.2891799102320164e+16,1716684534.0,3.1245128816621132e+16,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Augusto Corrêa,1007445625.0,2.064887000410483e+16,21965575.0,2.064886949713147e+16,5.1991246e+16,9462852064155880.0,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Bonito,118126268.0,2.421146999374828e+16,2575535.0,2.421147003904724e+16,48971402.0,8913214591939330.0,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Bragança,1880296467.0,3.85390500020888e+16,40996549.0,3853904986023612.0,5038336470000001.0,9170203896450448.0,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Cachoeira do Piriá,7.76021481e+16,1.590553999533415e+16,1691978.0,1.590553987956951e+16,40795537.0,7425137137678860.0,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Capanema,1912296936.0,3919494001545938.0,41694263.0,3.919494005807166e+16,612571196.0,1.1149320419270272e+16,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Nova Timboteua,826357975.0,1693724999066854.0,18017279.0,1.693725034579825e+16,4.4751346e+16,8145128256204010.0,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Peixe-Boi,7.252756439999998e+16,1.486543999841124e+16,15813357.0,1.486544035403355e+16,2261297.0,4.11575421449209e+16,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Primavera,1261787118.0,2586192001423014.0,27511043.0,2586191969192577.0,33435713.0,6085586134607610.0,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Quatipuru,723754879.0,1.48342699997408e+16,15780199.0,1.483426997880841e+16,18223007.0,3316743349545360.0,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Salinópolis,1175592866.0,2.409525999756764e+16,2563173.0,2.409526032237761e+16,1.53281284e+16,2789850650426543.0,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Santa Luzia do Pará,924619793.0,1.895125000803822e+16,2.0159704e+16,1.895124971674082e+16,62770221.0,1142471783340932.0,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Santarém Novo,837787377.0,1.717151001450124e+16,1.8266477e+16,1.717151040868967e+16,11099037.0,2020119794505260.0,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
São João de Pirabas,806507527.0,1653038999733119.0,17584475.0,1.653039036995712e+16,2.6651154000000004e+16,4.85073828853873e+16,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Tracuateua,8319731449999999.0,1.705233998908006e+16,1.8139708e+16,1.705234045583017e+16,41395637.0,7534360477386850.0,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Viseu,1176726243.0,2.411848999009319e+16,2.5656441e+16,2.411849004498417e+16,44301137.0,8063186362275340.0,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Fonte: DITES-SEFA,,,,,,,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
Elaboração: FAPESPA,,,,,,,9 Rio Caeté,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri rio caete.xlsx",Rio Caeté
