Par,25454651119799995,26290497911899993,24009724766100007,22807731455,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Rio Caeté,8368944128999999.0,625635532.0,5691442050999999.0,5649132670000001.0,9 Rio Caeté,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete.xlsx",Rio Caeté
Augusto Corrêa,490156571.0,363264865.0,351392577.0,11872288.0,9 Rio Caeté,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete.xlsx",Rio Caeté
Bonito,147258247.0,206570498.0,170618023.0,35952475.0,9 Rio Caeté,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete.xlsx",Rio Caeté
Bragança,1977329959.0,1388410604.0,127614315.0,112267454.0,9 Rio Caeté,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete.xlsx",Rio Caeté
Cachoeira do Piriá,237908343.0,227354188.0,221741535.0,5612652.0,9 Rio Caeté,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete.xlsx",Rio Caeté
Capanema,1883282118.0,1426639092.0,1220823353.0,205815739.0,9 Rio Caeté,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete.xlsx",Rio Caeté
Nova Timboteua,185076503.0,147340793.0,138074479.0,9266314.0,9 Rio Caeté,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete.xlsx",Rio Caeté
Peixe-Boi,100656898.0,72240226.0,6998062.0,2259606.0,9 Rio Caeté,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete.xlsx",Rio Caeté
Primavera,564056454.0,3215701.0,258200979.0,63369121.0,9 Rio Caeté,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete.xlsx",Rio Caeté
Quatipuru,147129344.0,120745938.0,11773543.0,3010508.0,9 Rio Caeté,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri rio caete.xlsx",Rio Caeté
