Municpios,Nome_do_Hospital,Tipo,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Augusto Corrêa,ASSOCIACAO SAO MIGUEL ,Hospital Geral,9 Rio Caeté,19,Caracterização Hospitalar por  Tipo - 2025 ri rio caete,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete.xlsx,Rio Caeté
Bragança,HOSPITAL DAS CLINICAS DE BRAGANCA ,Hospital Geral,9 Rio Caeté,19,Caracterização Hospitalar por  Tipo - 2025 ri rio caete,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete.xlsx,Rio Caeté
,HOSPITAL GERAL DE BRAGANCA ,Hospital Geral,9 Rio Caeté,19,Caracterização Hospitalar por  Tipo - 2025 ri rio caete,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete.xlsx,Rio Caeté
,HOSPITAL SANTO ANTONIO MARIA ZACCARIA ,Hospital Geral,9 Rio Caeté,19,Caracterização Hospitalar por  Tipo - 2025 ri rio caete,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete.xlsx,Rio Caeté
Capanema,ASSOCIACAO CENAS ,Hospital Geral,9 Rio Caeté,19,Caracterização Hospitalar por  Tipo - 2025 ri rio caete,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete.xlsx,Rio Caeté
,ASSOCIACAO GUIOMAR JESUS ,Hospital Geral,9 Rio Caeté,19,Caracterização Hospitalar por  Tipo - 2025 ri rio caete,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete.xlsx,Rio Caeté
,HOSPITAL REGIONAL PUBLICO DOS CAETES DR JORGE NETO DA COSTA ,Hospital Geral,9 Rio Caeté,19,Caracterização Hospitalar por  Tipo - 2025 ri rio caete,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete.xlsx,Rio Caeté
Salinópolis,HOSPITAL REGIONAL DR OLIMPIO CARDOSO DA SILVEIRA ,Hospital Geral,9 Rio Caeté,19,Caracterização Hospitalar por  Tipo - 2025 ri rio caete,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete.xlsx,Rio Caeté
Santa Luzia do Pará,HOSPITAL MUNICIPAL JOSE LUIZ DE LIMA ,Hospital Geral,9 Rio Caeté,19,Caracterização Hospitalar por  Tipo - 2025 ri rio caete,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete.xlsx,Rio Caeté
São João de Pirabas,HOSPITAL MUNICIPAL BOSCO MOISES ,Hospital Geral,9 Rio Caeté,19,Caracterização Hospitalar por  Tipo - 2025 ri rio caete,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete.xlsx,Rio Caeté
Tracuateua,HOSPITAL MUNICIPAL DE TRACUATEUA ,Hospital Geral,9 Rio Caeté,19,Caracterização Hospitalar por  Tipo - 2025 ri rio caete,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete.xlsx,Rio Caeté
Viseu,HOSPITAL DAS BEM AVENTURANCAS HBA ,Hospital Geral,9 Rio Caeté,19,Caracterização Hospitalar por  Tipo - 2025 ri rio caete,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete.xlsx,Rio Caeté
Fonte: DATASUS,,,9 Rio Caeté,19,Caracterização Hospitalar por  Tipo - 2025 ri rio caete,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri rio caete.xlsx,Rio Caeté
